dataset,subject,n_bands,n_channels,n_trials,best_band,best_band_acc,acc_spread,band_acc,logvar_li_argmax,logvar_li_correct,logvar_li_rho,logvar_li_maxw,logvar_li_entropy,logvar_li_mi_max,logvar_li_acc_cost,logpower_argmax,logpower_correct,logpower_rho,logpower_maxw,logpower_entropy,logpower_mi_max,logpower_acc_cost,csp_argmax,csp_correct,csp_rho,csp_maxw,csp_entropy,csp_mi_max,csp_acc_cost
BNCI2014-004,2,7,3,680,1,0.586764705882353,0.07794117647058829,0.5206;0.5868;0.5103;0.5088;0.5294;0.5632;0.5368,1,1,0.28571428571428575,0.3794950767643082,1.6400740360332797,0.028306560029435584,0.0,1,1,0.5,0.3529731648938904,1.730100921882365,0.029616167700555085,0.0,5,0,0.30631873731649006,0.4820085601995089,1.5767384566128055,0.03131947032303195,0.02352941176470591
BNCI2014-004,3,7,3,720,1,0.5597222222222222,0.09027777777777779,0.5000;0.5597;0.4694;0.5028;0.5319;0.5264;0.5278,4,0,0.5225437283634242,0.21843178056173587,1.908544364935137,0.012464223120754125,0.02777777777777779,0,0,0.07142857142857144,0.2357068972122486,1.8628006657526048,0.018440983343199546,0.05972222222222223,3,0,-0.5790660241435863,0.382133913460093,1.772116818235627,0.01975454551320066,0.056944444444444464
BNCI2014-004,4,7,3,740,1,0.9256756756756758,0.3810810810810811,0.6135;0.9257;0.6041;0.7054;0.7851;0.5446;0.5946,1,1,0.9642857142857145,0.9812714903309676,0.10260376975436848,0.14478205981958356,0.0,1,1,0.7500000000000002,0.8691169910862726,0.4718201792537678,0.0919098662896775,0.0,1,1,0.9642857142857145,0.9999999927004266,1.4418423388379107e-07,0.5214628743794112,0.0
BNCI2014-004,5,7,3,740,6,0.822972972972973,0.3013513513513514,0.5216;0.6486;0.6514;0.5703;0.6986;0.7770;0.8230,6,1,0.8928571428571429,0.9242875756613738,0.3202231512789889,0.11121162122609785,0.0,6,1,0.9642857142857145,0.6868561741181345,0.8409162203493817,0.07247804764494396,0.0,6,1,1.0,0.996523181847481,0.02316756317550055,0.30835291824779887,0.0
BNCI2014-004,6,7,3,720,2,0.7333333333333334,0.23611111111111116,0.4972;0.7069;0.7333;0.5486;0.6472;0.6639;0.5361,2,1,0.8571428571428573,0.7713151496582793,0.8938485174688949,0.07221470387507474,0.0,2,1,0.7387687194103584,0.8288270831401218,0.7266804700081837,0.06620921331229934,0.0,2,1,0.8571428571428573,0.9550877227237959,0.20608941452403196,0.18567793163759538,0.0
BNCI2014-004,7,7,3,720,2,0.7583333333333333,0.24722222222222212,0.5528;0.5889;0.7583;0.5278;0.6000;0.6431;0.5111,2,1,0.9285714285714288,0.7715079693740937,0.8916272887775814,0.05987942887121337,0.0,2,1,0.07142857142857144,0.4933128019622678,1.5865379475076986,0.03623718810712373,0.0,2,1,0.9549937104572924,0.9999940759924436,8.320934837569699e-05,0.22897005606541831,0.0
BNCI2014-004,8,7,3,760,1,0.7789473684210526,0.2684210526315789,0.5763;0.7789;0.5645;0.5105;0.6842;0.5211;0.6092,1,1,0.6071428571428572,0.9053775739704182,0.4508777789309816,0.0880144742436771,0.0,1,1,0.702731220902536,0.8202970343818908,0.6719828253184927,0.07879049152560073,0.0,1,1,0.8571428571428573,0.9980073426595396,0.014635162633689556,0.21288882903391226,0.0
BNCI2014-004,9,7,3,720,2,0.7333333333333334,0.2138888888888889,0.5472;0.7000;0.7333;0.6181;0.7083;0.7333;0.5194,5,0,0.7857142857142859,0.5174222977425555,1.3411264857323224,0.05749472436038124,1.1102230246251565e-16,4,0,0.642857142857143,0.24715053076105267,1.8016538055398046,0.03173851476582149,0.025000000000000022,5,0,0.8928571428571429,0.938348335477593,0.2838459405878913,0.2082842252568985,1.1102230246251565e-16
Lee2019-MI,1,7,62,100,1,0.6699999999999999,0.20999999999999996,0.4600;0.6700;0.6400;0.5100;0.4600;0.4700;0.5000,0,0,-0.7142857142857144,0.9130031049117304,0.44698487594936065,0.06896523810325372,0.20999999999999996,2,0,0.21428571428571433,0.1781855641743062,1.939901346432034,0.020277695324803266,0.029999999999999916,2,0,0.3214285714285715,0.9633099848733062,0.21311380969399238,0.19934064161708503,0.029999999999999916
Lee2019-MI,2,7,62,100,5,0.99,0.45999999999999996,0.5300;0.5500;0.5700;0.5400;0.8500;0.9900;0.6400,2,0,0.18018749253911182,0.6863802281628575,1.0224030887493119,0.056304707396717925,0.42000000000000004,5,1,0.8571428571428573,0.23266499275550767,1.8896664035414352,0.028200077807909136,0.0,5,1,0.9642857142857145,0.9988169736623459,0.0094473652579348,0.4431856831186417,0.0
Lee2019-MI,3,7,62,100,1,0.93,0.38,0.5500;0.9300;0.8700;0.5800;0.7600;0.7400;0.5700,2,0,0.3214285714285715,0.7129012068611846,1.0605047258767824,0.0624417893298046,0.060000000000000164,2,0,-0.28571428571428575,0.2801074604137449,1.8211915075266498,0.03356787484771401,0.060000000000000164,4,0,0.42857142857142866,0.5353893414734545,1.090776361255039,0.26826324791651357,0.17000000000000004
Lee2019-MI,4,7,62,100,2,0.8300000000000001,0.2300000000000001,0.6700;0.7400;0.8300;0.7200;0.6800;0.6000;0.6000,0,0,-0.792824967172092,0.3258950127240683,1.6231477853694056,0.03660231399032939,0.16000000000000003,2,1,0.4642857142857144,0.26221885895573877,1.7826757822691013,0.04032120872822426,0.0,2,1,0.7857142857142859,0.8121127569447638,0.6920205682823836,0.30637446061594054,0.0
Lee2019-MI,5,7,62,100,5,0.73,0.2899999999999999,0.4400;0.6700;0.6000;0.5100;0.6000;0.7300;0.5500,5,1,0.09009374626955591,0.4025314307878569,1.2555170813480312,0.058384004522020305,0.0,4,0,-0.3243374865704013,0.2139089664352107,1.9021028740637287,0.03111722618734538,0.13,5,1,0.9549937104572925,0.9918594487407435,0.04880176433652611,0.2982346507907293,0.0
Lee2019-MI,6,7,62,100,2,0.8200000000000001,0.33999999999999997,0.6600;0.6200;0.8200;0.4800;0.5000;0.5400;0.4800,1,0,0.41443123283995714,0.8799777865134265,0.5292894394165482,0.0821587839365056,0.19999999999999996,0,0,-0.01801874925391118,0.6201314693544285,1.3410330149526504,0.05391125077278851,0.16000000000000014,2,1,0.6847124716486249,0.9800350189101699,0.11155810729429852,0.29068434990578945,0.0
Lee2019-MI,7,7,62,100,1,0.72,0.21999999999999997,0.6100;0.7200;0.6500;0.5600;0.6300;0.6000;0.5000,5,0,-0.07142857142857144,0.9858611712712836,0.08352415478414195,0.163042240836216,0.1200000000000001,5,0,-0.5357142857142858,0.4801649570852522,1.5258321619259578,0.06889083358489072,0.1200000000000001,2,0,-0.03571428571428572,0.5609284804233943,1.1810946606287942,0.21510244885235788,0.06999999999999995
Lee2019-MI,8,7,62,100,2,0.7699999999999999,0.27999999999999986,0.6300;0.5400;0.7700;0.5200;0.5700;0.5000;0.4900,3,0,0.10811249552346709,0.8502662150685447,0.677333381618015,0.0586792402712506,0.2499999999999999,1,0,0.3214285714285715,0.30538212493469324,1.805264826019119,0.031904015908576604,0.22999999999999987,3,0,0.03571428571428572,0.8716520082118402,0.5700063227794425,0.1640434507590369,0.2499999999999999
Lee2019-MI,9,7,62,100,1,0.61,0.20999999999999996,0.4000;0.6100;0.5400;0.4300;0.4900;0.5400;0.5000,0,0,-0.7857142857142859,0.4126444895079092,1.7067838800345165,0.030602998491014183,0.20999999999999996,1,1,0.6785714285714287,0.29417491229862863,1.8551919816587268,0.03294156238306921,0.0,5,0,0.3214285714285715,0.5565773376698465,1.1380715053877002,0.31360893808449775,0.07000000000000006
Lee2019-MI,10,7,62,100,1,0.7200000000000001,0.22000000000000008,0.6700;0.7200;0.6100;0.5800;0.5900;0.5000;0.5300,4,0,0.25,0.34247771009932393,1.6392947098148194,0.05047223893924957,0.13,4,0,0.42857142857142866,0.24679860608070472,1.8907935504609472,0.03264135203525364,0.13,2,0,0.7500000000000002,0.6828527745135031,0.6566745223235937,0.2544395310675478,0.10999999999999999
Lee2019-MI,11,7,62,100,6,0.65,0.17000000000000004,0.6100;0.5900;0.5800;0.5500;0.4800;0.5200;0.6500,0,0,0.1785714285714286,0.44215520700772604,1.2843464302595846,0.04976914579686742,0.039999999999999925,1,0,-0.14285714285714288,0.30559722667928313,1.8387370284138924,0.03272852371961216,0.05999999999999994,1,0,0.42857142857142866,0.8434971530904383,0.47050115812048443,0.3125963319863363,0.05999999999999994
Lee2019-MI,12,7,62,100,1,0.76,0.20000000000000007,0.5900;0.7600;0.6300;0.6000;0.6100;0.5600;0.6000,4,0,0.4865062298556019,0.4369878739902004,1.5894496251024122,0.03959633760746558,0.15000000000000002,3,0,0.198206241793023,0.19944286801348432,1.8994425680314193,0.02456091628587762,0.16000000000000003,5,0,0.01801874925391118,0.6075082030522223,1.0567874730570925,0.22446475232897276,0.20000000000000007
Lee2019-MI,13,7,62,100,1,0.7799999999999999,0.31999999999999984,0.6300;0.7800;0.4600;0.4800;0.5500;0.6200;0.5600,5,0,0.25,0.4724387372373182,1.4958099855943885,0.045482159574170046,0.15999999999999992,6,0,-0.10714285714285716,0.21112884143922736,1.8951523084921655,0.026268300618590427,0.21999999999999997,3,0,-0.28571428571428575,0.5323166015077759,1.061423566253092,0.2533927676269946,0.29999999999999993
