dataset,subject,n_trials,n_channels,n_bands,tau,entropy,deficit,max_w,mi_range,argmax_w,argmax_disc,peak_correct,weights,disc,g0.0,g0.5,g1.0,g2.0,g4.0,gain,gain_best,FBCSP,FBCSP+MIBIF,AWFBCSP-published,AWFBCSP-noweight,published_minus_noweight
Cho2017,13,200,64,5,0.015,1.4452286235786622,0.16420928885543806,0.42329713026027066,0.027646519659169755,3,2,0,0.1640;0.0670;0.1960;0.4233;0.1497,0.1560;0.1875;0.1924;0.1914;0.1413,0.8049999999999999,0.735,0.695,0.675,0.6450000000000001,-0.10999999999999999,0.0,0.7949999999999999,0.67,0.7949999999999999,0.7949999999999999,0.0
Cho2017,14,200,64,5,0.015,1.551604878973912,0.0578330334601882,0.27708701561515625,0.01460025179304895,3,0,0,0.2694;0.1047;0.1525;0.2771;0.1964,0.2821;0.1608;0.1619;0.2510;0.1868,0.905,0.9099999999999999,0.905,0.8949999999999999,0.875,0.0,0.004999999999999893,0.905,0.8949999999999999,0.905,0.905,0.0
Cho2017,15,200,64,5,0.015,1.5897830342994843,0.019654878134615972,0.24470387559924722,0.007156098338301071,1,1,1,0.2146;0.2447;0.1519;0.1551;0.2337,0.1838;0.2132;0.1521;0.1788;0.1962,0.585,0.6,0.6,0.565,0.5800000000000001,0.015000000000000013,0.015000000000000013,0.595,0.615,0.615,0.615,0.0
Cho2017,16,200,64,5,0.015,0.984827441419663,0.6246104710144372,0.5671352225575746,0.05123596924559629,2,1,0,0.3497;0.0315;0.5671;0.0330;0.0186,0.1688;0.1813;0.1630;0.1613;0.1787,0.52,0.55,0.515,0.505,0.505,-0.0050000000000000044,0.030000000000000027,0.525,0.515,0.525,0.525,0.0
Cho2017,17,200,64,5,0.015,1.567887058028422,0.041550854405678184,0.3094386212529018,0.011609187494781828,0,1,0,0.3094;0.1939;0.1427;0.2034;0.1506,0.1558;0.1603;0.1390;0.1442;0.1271,0.5050000000000001,0.5050000000000001,0.525,0.5349999999999999,0.5050000000000001,0.019999999999999907,0.029999999999999805,0.495,0.45,0.5,0.5,0.0
Cho2017,18,200,64,5,0.015,1.4501913258077324,0.15924658662636793,0.4209085747778285,0.02349919544199275,0,4,0,0.4209;0.0879;0.2109;0.1095;0.1709,0.0829;0.1627;0.1566;0.1676;0.1849,0.6399999999999999,0.6050000000000001,0.6,0.6199999999999999,0.57,-0.039999999999999925,0.0,0.64,0.55,0.65,0.65,0.0
Cho2017,19,200,64,5,0.015,1.5576629082136506,0.05177500422044967,0.3150841920659454,0.015118428061225394,4,3,0,0.1976;0.1150;0.1707;0.2016;0.3151,0.0979;0.1322;0.1355;0.1570;0.1313,0.6,0.6250000000000001,0.6,0.5900000000000001,0.5850000000000001,0.0,0.025000000000000133,0.575,0.58,0.57,0.57,0.0
Cho2017,20,200,64,5,0.015,1.4291796264105623,0.180258286023538,0.46081734592104084,0.021751422574516933,0,0,1,0.4608;0.1154;0.1081;0.1506;0.1650,0.1816;0.1441;0.1563;0.1497;0.1375,0.64,0.6199999999999999,0.62,0.6449999999999999,0.6000000000000001,-0.020000000000000018,0.004999999999999893,0.595,0.615,0.6,0.6,0.0
Cho2017,21,200,64,5,0.015,1.4524272992353666,0.15701061319873366,0.3531277766862486,0.023774292735037356,0,2,0,0.3531;0.1900;0.0922;0.0724;0.2924,0.1314;0.1843;0.1845;0.1693;0.1663,0.625,0.655,0.6599999999999999,0.675,0.625,0.03499999999999992,0.050000000000000044,0.645,0.55,0.625,0.625,0.0
Cho2017,22,200,64,5,0.015,1.4985114425555006,0.11092646987859967,0.3642316828958172,0.024475437157858233,0,3,0,0.3642;0.1996;0.1833;0.1815;0.0712,0.1512;0.1452;0.1690;0.2039;0.1664,0.5199999999999999,0.5249999999999999,0.505,0.53,0.495,-0.014999999999999902,0.01000000000000012,0.525,0.515,0.5149999999999999,0.5149999999999999,0.0
