dataset,subject,n_trials,n_channels,n_bands,FBCNet,fbcnet_seconds,fbcnet_params,FBCSP,FBCSP_seconds,FBCSP-L2,FBCSP-L2_seconds,AWFBCSP-published,AWFBCSP-published_seconds,AWFBCSP-reg,AWFBCSP-reg_seconds
Lee2019-MI,22,100,62,5,0.5199999999999999,22.928480625152588,12962,0.68,3.3006765842437744,0.6599999999999999,3.7655158042907715,0.72,3.9479265213012695,0.6599999999999999,3.701984405517578
Lee2019-MI,23,100,62,5,0.53,33.58522152900696,12962,0.77,3.3078413009643555,0.7700000000000001,3.775301456451416,0.7999999999999999,3.958980083465576,0.8,3.773615598678589
Lee2019-MI,24,100,62,5,0.51,27.316611528396606,12962,0.5799999999999998,3.2815678119659424,0.55,3.714235305786133,0.58,3.9424986839294434,0.53,3.696826457977295
Lee2019-MI,25,100,62,5,0.8099999999999999,76.02307343482971,12962,0.9199999999999999,3.277902126312256,0.8799999999999999,3.728701114654541,0.9199999999999999,3.9384915828704834,0.9,3.7316229343414307
Lee2019-MI,26,100,62,5,0.67,41.30657649040222,12962,0.65,3.292057514190674,0.65,3.743006467819214,0.64,3.932182788848877,0.63,3.6889572143554688
Lee2019-MI,27,100,62,5,0.5900000000000001,36.56277823448181,12962,0.74,3.2930619716644287,0.6799999999999999,3.7199182510375977,0.72,3.924194812774658,0.72,3.7025816440582275
Lee2019-MI,28,100,62,5,0.74,45.630743741989136,12962,0.95,3.3156304359436035,0.9299999999999999,3.7726101875305176,0.95,3.966348886489868,0.89,3.7642898559570312
Lee2019-MI,29,100,62,5,0.95,62.574955463409424,12962,0.96,3.2784366607666016,0.96,3.732595682144165,0.96,3.9463553428649902,0.97,3.730072021484375
Lee2019-MI,30,100,62,5,0.6,40.138009786605835,12962,0.77,3.2731587886810303,0.76,3.7356951236724854,0.76,3.9808287620544434,0.69,3.7303848266601562
Lee2019-MI,31,100,62,5,0.6,46.589200019836426,12962,0.75,3.2878596782684326,0.76,3.729534149169922,0.7699999999999999,3.9276609420776367,0.7299999999999999,3.6816482543945312
Lee2019-MI,32,100,62,5,0.9,80.96381568908691,12962,0.9099999999999999,3.2933499813079834,0.9,3.708125591278076,0.8800000000000001,3.967557668685913,0.8400000000000001,3.7221450805664062
Lee2019-MI,33,100,62,5,0.8300000000000001,78.14835095405579,12962,0.86,3.2856719493865967,0.8,3.740217447280884,0.8699999999999999,3.933582305908203,0.72,3.7520482540130615
Lee2019-MI,34,100,62,5,0.5499999999999999,21.249451637268066,12962,0.5900000000000001,3.2791852951049805,0.57,3.7300283908843994,0.6,3.925348997116089,0.53,3.75089955329895
Lee2019-MI,35,100,62,5,0.6700000000000002,52.70484447479248,12962,0.95,3.279691696166992,0.95,3.700237512588501,0.9700000000000001,3.921128034591675,0.9400000000000001,3.7294342517852783
Lee2019-MI,36,100,62,5,0.97,79.49534130096436,12962,0.97,3.2742626667022705,0.96,3.748885154724121,0.97,3.975801706314087,0.95,3.7679543495178223
Lee2019-MI,37,100,62,5,0.9099999999999999,80.13039350509644,12962,0.99,3.2848565578460693,0.97,3.689399480819702,0.99,3.921050786972046,0.97,3.6855690479278564
Lee2019-MI,38,100,62,5,0.52,24.68529200553894,12962,0.5599999999999999,3.28523850440979,0.56,3.7383408546447754,0.5700000000000001,3.9341418743133545,0.57,3.7370102405548096
Lee2019-MI,39,100,62,5,0.57,40.015931606292725,12962,0.77,3.278592824935913,0.76,3.7492802143096924,0.7500000000000001,3.937955856323242,0.74,3.739227533340454
