dataset,subject,n_trials,n_channels,n_bands,FBCNet,fbcnet_seconds,fbcnet_params,FBCSP,FBCSP_seconds,FBCSP-L2,FBCSP-L2_seconds,AWFBCSP-published,AWFBCSP-published_seconds,AWFBCSP-reg,AWFBCSP-reg_seconds
BNCI2014-004,7,720,3,5,0.7652777777777778,293.8956708908081,3522,0.7819444444444444,5.004758596420288,0.7722222222222223,5.403546571731567,0.8027777777777777,5.423336029052734,0.7805555555555556,5.383540153503418
BNCI2014-004,8,760,3,5,0.8092105263157896,281.5786597728729,3522,0.7736842105263158,5.252729415893555,0.7736842105263158,5.655881881713867,0.7842105263157895,5.674630641937256,0.7842105263157894,5.702951669692993
BNCI2014-004,9,720,3,5,0.8,194.89177227020264,3522,0.7791666666666666,5.027742147445679,0.7763888888888888,5.326071739196777,0.7694444444444445,5.395549297332764,0.7791666666666667,5.327312469482422
Lee2019-MI,1,100,62,5,0.52,21.02126717567444,12962,0.6199999999999999,3.287545680999756,0.6900000000000001,3.7446579933166504,0.6,3.9474406242370605,0.64,3.753755807876587
Lee2019-MI,2,100,62,5,0.6199999999999999,64.93165969848633,12962,0.97,3.3229892253875732,0.9100000000000001,3.771514415740967,0.97,3.9755592346191406,0.74,3.7887442111968994
Lee2019-MI,3,100,62,5,0.6699999999999999,59.262933015823364,12962,0.9399999999999998,3.2987282276153564,0.9099999999999999,3.7053520679473877,0.9399999999999998,3.9352283477783203,0.9,3.7066800594329834
Lee2019-MI,4,100,62,5,0.8099999999999999,51.81254839897156,12962,0.8200000000000001,3.304964065551758,0.8099999999999999,3.720378875732422,0.8100000000000002,3.959049701690674,0.75,3.715545415878296
Lee2019-MI,5,100,62,5,0.58,27.45923686027527,12962,0.73,3.3025639057159424,0.7700000000000001,3.721644639968872,0.73,3.9514694213867188,0.7700000000000001,3.765178918838501
Lee2019-MI,6,100,62,5,0.8300000000000001,50.017781019210815,12962,0.7300000000000001,3.293461561203003,0.69,3.752739667892456,0.74,3.9495320320129395,0.65,3.7493717670440674
Lee2019-MI,7,100,62,5,0.63,22.169570684432983,12962,0.6900000000000001,3.295234203338623,0.65,3.757988452911377,0.64,3.953178882598877,0.6300000000000001,3.7908308506011963
Lee2019-MI,8,100,62,5,0.55,27.049010515213013,12962,0.65,3.3060414791107178,0.66,3.7228353023529053,0.6300000000000001,3.955019235610962,0.61,3.7201359272003174
Lee2019-MI,9,100,62,5,0.57,27.704853296279907,12962,0.5199999999999999,3.3030638694763184,0.54,3.756796360015869,0.54,3.958516836166382,0.54,3.7236685752868652
Lee2019-MI,10,100,62,5,0.5900000000000001,31.42478895187378,12962,0.7,3.3110973834991455,0.6799999999999999,3.7666819095611572,0.68,3.966390371322632,0.64,3.711649179458618
Lee2019-MI,11,100,62,5,0.58,29.095868825912476,12962,0.5900000000000001,3.3117170333862305,0.6199999999999999,3.7656304836273193,0.61,3.9595439434051514,0.6599999999999999,3.7131307125091553
Lee2019-MI,12,100,62,5,0.65,36.4668231010437,12962,0.7300000000000001,3.3048198223114014,0.7499999999999999,3.765855550765991,0.7200000000000001,3.9616456031799316,0.65,3.7503881454467773
Lee2019-MI,13,100,62,5,0.5,22.176658868789673,12962,0.63,3.319267511367798,0.5900000000000001,3.7395451068878174,0.65,3.9465320110321045,0.62,3.7399747371673584
Lee2019-MI,14,100,62,5,0.55,32.34663009643555,12962,0.55,3.2982828617095947,0.5700000000000001,3.7627968788146973,0.54,3.9570658206939697,0.53,3.7568373680114746
Lee2019-MI,15,100,62,5,0.6900000000000001,43.26731872558594,12962,0.78,3.3264663219451904,0.73,3.7779266834259033,0.7300000000000001,3.9721689224243164,0.6599999999999999,3.7585413455963135
Lee2019-MI,16,100,62,5,0.67,33.20188641548157,12962,0.67,3.3015639781951904,0.6700000000000002,3.7221174240112305,0.6599999999999999,3.951568365097046,0.66,3.7260470390319824
Lee2019-MI,17,100,62,5,0.53,22.603912830352783,12962,0.63,3.3042960166931152,0.57,3.7573277950286865,0.63,3.9592056274414062,0.57,3.820152759552002
Lee2019-MI,18,100,62,5,0.61,37.221654176712036,12962,0.8699999999999999,3.303074598312378,0.82,3.734225034713745,0.8699999999999999,3.940452814102173,0.8600000000000001,3.7092716693878174
Lee2019-MI,19,100,62,5,0.6000000000000001,20.94929552078247,12962,0.67,3.5830905437469482,0.63,3.9991180896759033,0.6799999999999999,4.176115036010742,0.74,3.909868001937866
Lee2019-MI,20,100,62,5,0.5800000000000001,32.14724636077881,12962,0.62,3.324465751647949,0.65,3.7645294666290283,0.62,3.9472951889038086,0.64,3.7123353481292725
Lee2019-MI,21,100,62,5,0.9800000000000001,81.44866824150085,12962,1.0,3.281773090362549,0.96,3.689286947250366,1.0,3.9379444122314453,0.8699999999999999,3.699200391769409
