dataset,subject,n_trials,n_channels,n_bands,tau,descriptor,entropy,deficit,max_w,mi_range,argmax_w,argmax_disc,peak_correct,weights,disc,g0.0,g0.5,g1.0,g2.0,g4.0,gain,gain_best,FBCSP,FBCSP+MIBIF,AWFBCSP-published,AWFBCSP-noweight,published_minus_noweight
Cho2017,3,200,64,5,0.015,csp,1.0716142765512835,0.5378236358828168,0.5578825303676451,0.09387375846723758,4,4,1,0.0011;0.2246;0.1940;0.0224;0.5579,0.1294;0.2097;0.2075;0.1751;0.2233,0.8,0.77,0.76,0.7,0.6900000000000001,-0.040000000000000036,0.0,0.7950000000000002,0.8250000000000002,0.795,0.795,0.0
Cho2017,4,200,64,5,0.015,csp,0.5515702305627482,1.0578676818713522,0.7829782224009642,0.11425962073878704,4,4,1,0.0004;0.2120;0.0023;0.0023;0.7830,0.1154;0.2100;0.1422;0.1424;0.2296,0.735,0.7699999999999999,0.76,0.7649999999999999,0.7550000000000001,0.025000000000000022,0.03499999999999992,0.76,0.8550000000000001,0.76,0.76,0.0
Cho2017,5,200,64,5,0.015,csp,1.5366268856684278,0.07281102676567253,0.34112653352391364,0.017301845644790592,3,3,1,0.1574;0.2121;0.1817;0.3411;0.1076,0.1896;0.1940;0.1917;0.2012;0.1839,0.7300000000000001,0.72,0.6849999999999999,0.6399999999999999,0.6050000000000001,-0.04500000000000015,0.0,0.71,0.635,0.7150000000000001,0.7150000000000001,0.0
Cho2017,6,200,64,5,0.015,csp,0.9772898498912513,0.6321480625428489,0.629350782768644,0.08920126131546346,3,3,1,0.0462;0.2532;0.0696;0.6294;0.0016,0.1517;0.1772;0.1578;0.1908;0.1016,0.765,0.72,0.6900000000000001,0.645,0.615,-0.07499999999999996,0.0,0.74,0.76,0.73,0.73,0.0
Cho2017,7,240,64,5,0.015,csp,0.955241909223514,0.6541960032105862,0.6948347416239808,0.0509628102299198,3,3,1,0.1555;0.0232;0.0258;0.6948;0.1006,0.0643;0.0358;0.0374;0.0868;0.0578,0.5166666666666667,0.5125,0.5041666666666667,0.4958333333333333,0.4708333333333333,-0.012500000000000067,0.0,0.5166666666666667,0.5041666666666667,0.5125,0.5125,0.0
Cho2017,8,200,64,5,0.015,csp,0.9062052763119018,0.7032326361221984,0.7278557766678844,0.04987331819780699,2,2,1,0.1467;0.0506;0.7279;0.0262;0.0486,0.1724;0.1565;0.1964;0.1466;0.1558,0.485,0.5,0.51,0.505,0.48,0.025000000000000022,0.025000000000000022,0.53,0.5449999999999999,0.58,0.58,0.0
Cho2017,9,240,64,5,0.015,csp,1.300209547455091,0.3092283649790093,0.3454353045589944,0.0770487189450576,2,2,1,0.0020;0.2843;0.3454;0.0818;0.2864,0.0870;0.1611;0.1640;0.1424;0.1612,0.575,0.5499999999999999,0.5541666666666668,0.5374999999999999,0.55,-0.02083333333333315,0.0,0.5708333333333333,0.5083333333333333,0.5791666666666667,0.5791666666666667,0.0
Cho2017,10,200,64,5,0.015,csp,1.374250754221786,0.23518715821231417,0.39827112442425794,0.052938581636864906,3,3,1,0.2218;0.2009;0.1673;0.3983;0.0117,0.1583;0.1568;0.1541;0.1671;0.1141,0.6,0.59,0.555,0.5349999999999999,0.515,-0.04499999999999993,0.0,0.615,0.655,0.615,0.615,0.0
Cho2017,11,200,64,5,0.015,csp,0.6676181324392536,0.9418197799948467,0.8289133373033751,0.06776098773327416,3,3,1,0.0090;0.0461;0.0700;0.8289;0.0460,0.1479;0.1723;0.1786;0.2157;0.1723,0.6199999999999999,0.6000000000000001,0.5800000000000001,0.5700000000000001,0.575,-0.039999999999999813,0.0,0.625,0.5449999999999999,0.63,0.63,0.0
Cho2017,12,200,64,5,0.015,csp,1.2105678320901825,0.3988700803439178,0.6069752186334592,0.029516647487616926,3,3,1,0.0848;0.1236;0.0913;0.6070;0.0933,0.1631;0.1688;0.1642;0.1927;0.1646,0.635,0.61,0.595,0.55,0.55,-0.040000000000000036,0.0,0.6200000000000001,0.53,0.6350000000000001,0.6350000000000001,0.0
Cho2017,13,200,64,5,0.015,csp,1.246878021293943,0.3625598911401573,0.36083185372149046,0.051134916469617736,2,2,1,0.0318;0.2593;0.3608;0.3361;0.0119,0.1560;0.1875;0.1924;0.1914;0.1413,0.8049999999999999,0.6900000000000001,0.62,0.6,0.6199999999999999,-0.18499999999999994,0.0,0.7949999999999999,0.67,0.785,0.785,0.0
Cho2017,14,200,64,5,0.015,csp,0.36616346198579136,1.2432744504483089,0.8863572411671455,0.12134511644150814,0,0,1,0.8864;0.0003;0.0003;0.1115;0.0015,0.2821;0.1608;0.1619;0.2510;0.1868,0.905,0.9100000000000001,0.9099999999999999,0.905,0.8800000000000001,0.004999999999999893,0.0050000000000001155,0.905,0.8949999999999999,0.8950000000000001,0.8950000000000001,0.0
Cho2017,15,200,64,5,0.015,csp,1.0528388956205963,0.556599016813504,0.6332147776236424,0.06118420949901965,1,1,1,0.0890;0.6332;0.0107;0.0639;0.2031,0.1838;0.2132;0.1521;0.1788;0.1962,0.585,0.555,0.51,0.5199999999999999,0.52,-0.07499999999999996,0.0,0.595,0.615,0.605,0.605,0.0
Cho2017,16,200,64,5,0.015,csp,1.4722379713515126,0.1371999410825877,0.3529427149216191,0.019997168123064568,1,1,1,0.1531;0.3529;0.1044;0.0931;0.2965,0.1688;0.1813;0.1630;0.1613;0.1787,0.52,0.515,0.53,0.525,0.545,0.010000000000000009,0.025000000000000022,0.525,0.515,0.5349999999999999,0.5349999999999999,0.0
Cho2017,17,200,64,5,0.015,csp,1.3714029243098929,0.23803498812420743,0.41131089247864905,0.03322342050809948,1,1,1,0.3046;0.4113;0.0994;0.1398;0.0449,0.1558;0.1603;0.1390;0.1442;0.1271,0.5050000000000001,0.515,0.52,0.535,0.5549999999999999,0.014999999999999902,0.04999999999999982,0.495,0.45,0.505,0.505,0.0
Cho2017,18,200,64,5,0.015,csp,1.1146780894622057,0.4947598229718946,0.5895862536523168,0.10192243640393858,4,4,1,0.0007;0.1341;0.0894;0.1862;0.5896,0.0829;0.1627;0.1566;0.1676;0.1849,0.6399999999999999,0.585,0.585,0.5700000000000001,0.555,-0.05499999999999994,0.0,0.64,0.55,0.635,0.635,0.0
Cho2017,19,200,64,5,0.015,csp,1.1294010565147803,0.48003685591932,0.613305097258683,0.05906574331528572,3,3,1,0.0120;0.1172;0.1467;0.6133;0.1109,0.0979;0.1322;0.1355;0.1570;0.1313,0.6,0.5700000000000001,0.575,0.5900000000000001,0.5850000000000001,-0.025000000000000022,0.0,0.575,0.58,0.575,0.575,0.0
Cho2017,20,200,64,5,0.015,csp,1.0085995797533909,0.6008383326807094,0.694353103100302,0.044102455266899265,0,0,1,0.6944;0.0571;0.1289;0.0830;0.0367,0.1816;0.1441;0.1563;0.1497;0.1375,0.64,0.59,0.58,0.5349999999999999,0.46499999999999997,-0.06000000000000005,0.0,0.595,0.615,0.595,0.595,0.0
Cho2017,21,200,64,5,0.015,csp,1.3002055156460692,0.30923239678803105,0.3736720742833247,0.053112183015219694,2,2,1,0.0108;0.3684;0.3737;0.1361;0.1110,0.1314;0.1843;0.1845;0.1693;0.1663,0.625,0.585,0.5799999999999998,0.53,0.505,-0.04500000000000015,0.0,0.645,0.55,0.62,0.62,0.0
Cho2017,22,200,64,5,0.015,csp,0.7070094726610043,0.902428439773096,0.8133555651111355,0.05866102668734338,3,3,1,0.0242;0.0163;0.0795;0.8134;0.0666,0.1512;0.1452;0.1690;0.2039;0.1664,0.5199999999999999,0.48,0.49000000000000005,0.48500000000000004,0.51,-0.02999999999999986,0.0,0.525,0.515,0.5250000000000001,0.5250000000000001,0.0
Cho2017,23,200,64,5,0.015,csp,0.080774448622945,1.5286634638111554,0.9878285856649508,0.10108268136967041,1,1,1,0.0017;0.9878;0.0041;0.0052;0.0012,0.1515;0.2466;0.1643;0.1677;0.1455,0.685,0.75,0.775,0.78,0.78,0.08999999999999997,0.09499999999999997,0.71,0.8099999999999999,0.7100000000000001,0.7100000000000001,0.0
Cho2017,24,200,64,5,0.015,csp,0.4552948802381098,1.1541430321959905,0.8966955607723591,0.07226608429348319,2,2,1,0.0072;0.0144;0.8967;0.0368;0.0448,0.1429;0.1531;0.2151;0.1673;0.1702,0.5650000000000001,0.5349999999999999,0.5399999999999999,0.5399999999999999,0.5399999999999999,-0.025000000000000133,0.0,0.575,0.5449999999999999,0.5700000000000001,0.5700000000000001,0.0
Cho2017,25,200,64,5,0.015,csp,1.43018291955126,0.1792549928828402,0.3554153239674049,0.027508217789840084,2,2,1,0.3140;0.1710;0.3554;0.1028;0.0568,0.1365;0.1274;0.1384;0.1198;0.1109,0.5399999999999999,0.5349999999999999,0.5449999999999999,0.52,0.475,0.0050000000000000044,0.0050000000000000044,0.55,0.45499999999999996,0.5399999999999999,0.5399999999999999,0.0
Cho2017,26,200,64,5,0.015,csp,0.42028089560519466,1.1891570168289056,0.9116107660603164,0.058538015661133175,1,1,1,0.0184;0.9116;0.0274;0.0228;0.0198,0.1247;0.1833;0.1307;0.1279;0.1258,0.7,0.72,0.72,0.6950000000000001,0.6799999999999999,0.020000000000000018,0.020000000000000018,0.6950000000000001,0.71,0.735,0.735,0.0
Cho2017,27,200,64,5,0.015,csp,1.3540473045708654,0.25539060786323486,0.43319834226879245,0.03314612317160484,0,0,1,0.4332;0.0475;0.1355;0.2942;0.0895,0.1826;0.1494;0.1651;0.1768;0.1589,0.545,0.5549999999999999,0.5599999999999999,0.5650000000000001,0.5599999999999999,0.014999999999999902,0.020000000000000018,0.595,0.5700000000000001,0.6,0.6,0.0
Cho2017,28,200,64,5,0.015,csp,0.322804506369046,1.2866334060650542,0.9218008466798334,0.10116900270155782,0,0,1,0.9218;0.0625;0.0129;0.0011;0.0017,0.1887;0.1483;0.1246;0.0875;0.0943,0.54,0.5599999999999999,0.55,0.5199999999999999,0.53,0.010000000000000009,0.019999999999999907,0.595,0.59,0.585,0.585,0.0
Cho2017,29,200,64,5,0.015,csp,0.9414791333446135,0.6679587790894868,0.5845943395137727,0.06209339213959486,1,1,1,0.3405;0.5846;0.0476;0.0093;0.0180,0.1379;0.1460;0.1084;0.0839;0.0938,0.5650000000000001,0.555,0.5449999999999999,0.55,0.5399999999999999,-0.02000000000000013,0.0,0.5450000000000002,0.575,0.55,0.55,0.0
Cho2017,30,200,64,5,0.015,csp,1.3185460313307673,0.29089188110333297,0.4446854642183862,0.03953564135705173,3,3,1,0.0319;0.0702;0.2762;0.4447;0.1771,0.1535;0.1653;0.1858;0.1930;0.1792,0.57,0.5650000000000001,0.5549999999999999,0.5399999999999999,0.545,-0.015000000000000013,0.0,0.6,0.53,0.595,0.595,0.0
Cho2017,31,200,64,5,0.015,csp,1.2002361307924554,0.4092017816416449,0.5177058031079426,0.03854195950317493,2,2,1,0.1039;0.0433;0.5177;0.2954;0.0396,0.1992;0.1861;0.2233;0.2149;0.1847,0.54,0.515,0.465,0.45499999999999996,0.45499999999999996,-0.07500000000000001,0.0,0.5349999999999999,0.495,0.55,0.55,0.0
Cho2017,32,200,64,5,0.015,csp,1.091531681491322,0.5179062309427782,0.5022772039113893,0.07711106703522685,2,2,1,0.0029;0.0501;0.5023;0.3588;0.0859,0.1455;0.1881;0.2226;0.2176;0.1962,0.48999999999999994,0.425,0.375,0.41000000000000003,0.41500000000000004,-0.11499999999999994,0.0,0.47000000000000003,0.48,0.48500000000000004,0.48500000000000004,0.0
Cho2017,33,200,64,5,0.015,csp,0.9487375714225997,0.6607003410115005,0.615797298913458,0.09739041477315719,1,1,1,0.0009;0.6158;0.2892;0.0359;0.0582,0.1063;0.2037;0.1923;0.1610;0.1683,0.505,0.51,0.505,0.5,0.48999999999999994,0.0,0.0050000000000000044,0.45,0.45499999999999996,0.465,0.465,0.0
Cho2017,34,200,64,5,0.015,csp,1.3240994192254931,0.28533849320860716,0.43520031503510376,0.03993385173067229,2,2,1,0.2086;0.2602;0.4352;0.0655;0.0304,0.1204;0.1238;0.1315;0.1031;0.0915,0.5549999999999999,0.55,0.55,0.5650000000000001,0.575,-0.004999999999999893,0.020000000000000018,0.5700000000000001,0.5449999999999999,0.5800000000000001,0.5800000000000001,0.0
Cho2017,35,200,64,5,0.015,csp,0.5256261654645816,1.0838117469695185,0.868010290112012,0.08990057162864049,4,4,1,0.0022;0.0153;0.0463;0.0681;0.8680,0.1992;0.2285;0.2451;0.2509;0.2891,0.7949999999999999,0.795,0.785,0.775,0.78,-0.009999999999999898,1.1102230246251565e-16,0.7849999999999999,0.8099999999999999,0.79,0.79,0.0
Cho2017,36,200,64,5,0.015,csp,1.2090948751302322,0.4003430373038681,0.5545574719683408,0.04407820676699867,0,0,1,0.5546;0.0294;0.2236;0.1219;0.0705,0.1255;0.0814;0.1119;0.1028;0.0946,0.525,0.575,0.5800000000000001,0.625,0.59,0.05500000000000005,0.09999999999999998,0.5449999999999999,0.545,0.5599999999999999,0.5599999999999999,0.0
Cho2017,37,200,64,5,0.015,csp,1.1302273329400554,0.4792105794940449,0.5956464805844861,0.06597711605116136,4,4,1,0.0073;0.1301;0.1810;0.0859;0.5956,0.1193;0.1625;0.1674;0.1562;0.1853,0.78,0.79,0.77,0.7350000000000001,0.695,-0.010000000000000009,0.010000000000000009,0.7649999999999999,0.7100000000000001,0.765,0.765,0.0
Cho2017,38,200,64,5,0.015,csp,1.4222403887005355,0.1871975237335648,0.458890427809948,0.022513821355141433,1,1,1,0.1036;0.4589;0.1023;0.1861;0.1492,0.1558;0.1781;0.1556;0.1646;0.1613,0.54,0.5450000000000002,0.555,0.51,0.51,0.015000000000000013,0.015000000000000013,0.5650000000000001,0.5149999999999999,0.555,0.555,0.0
Cho2017,39,200,64,5,0.015,csp,1.3072403560925752,0.3021975563415251,0.35547974704160956,0.09137874154979608,2,2,1,0.0008;0.2075;0.3555;0.3269;0.1094,0.0873;0.1706;0.1787;0.1774;0.1610,0.625,0.615,0.575,0.52,0.51,-0.050000000000000044,0.0,0.635,0.5800000000000001,0.6549999999999999,0.6549999999999999,0.0
Cho2017,40,200,64,5,0.015,csp,1.0450758274050225,0.5643620850290778,0.571330217101021,0.11190253891914276,1,1,1,0.0003;0.5713;0.1704;0.2374;0.0205,0.0673;0.1792;0.1610;0.1660;0.1293,0.48999999999999994,0.49000000000000005,0.495,0.5549999999999999,0.55,0.00500000000000006,0.065,0.53,0.515,0.52,0.52,0.0
Cho2017,41,200,64,5,0.015,csp,1.2803101502634533,0.329127762170647,0.38808382626144544,0.05968417278737376,4,4,1,0.0073;0.1038;0.1389;0.3619;0.3881,0.1449;0.1848;0.1892;0.2035;0.2046,0.685,0.615,0.595,0.5650000000000001,0.5650000000000001,-0.09000000000000008,0.0,0.715,0.5650000000000001,0.7150000000000001,0.7150000000000001,0.0
Cho2017,42,200,64,5,0.015,csp,1.178394520877469,0.4310433915566312,0.5742179353275845,0.061157704563628484,4,4,1,0.0097;0.1035;0.1609;0.1517;0.5742,0.1760;0.2115;0.2181;0.2172;0.2372,0.52,0.52,0.5449999999999999,0.51,0.5050000000000001,0.02499999999999991,0.02499999999999991,0.5349999999999999,0.53,0.5549999999999999,0.5549999999999999,0.0
Cho2017,43,200,64,5,0.015,csp,0.15822113578051464,1.4512167766535857,0.965047802160178,0.12900113421077844,1,1,1,0.0337;0.9650;0.0006;0.0002;0.0005,0.2569;0.3072;0.1956;0.1782;0.1940,0.9549999999999998,0.95,0.95,0.95,0.95,-0.004999999999999893,0.0,0.97,0.9199999999999999,0.97,0.97,0.0
Cho2017,44,200,64,5,0.015,csp,1.2510767273740904,0.3583611850600099,0.5107186748780478,0.05895256183950148,2,2,1,0.0100;0.2201;0.5107;0.1183;0.1408,0.0660;0.1123;0.1249;0.1030;0.1056,0.765,0.765,0.77,0.725,0.6950000000000001,0.0050000000000000044,0.0050000000000000044,0.76,0.755,0.76,0.76,0.0
Cho2017,45,200,64,5,0.015,csp,1.498124727697338,0.11131318473676233,0.3612161530275714,0.020415656734308257,2,2,1,0.1343;0.2523;0.3612;0.1596;0.0926,0.1370;0.1464;0.1518;0.1396;0.1314,0.43000000000000005,0.43499999999999994,0.41999999999999993,0.39499999999999996,0.385,-0.01000000000000012,0.004999999999999893,0.465,0.45,0.45499999999999996,0.45499999999999996,0.0
Cho2017,46,240,64,5,0.015,csp,1.0924076263300049,0.5170302861040954,0.6569436344434599,0.03903585406861737,1,1,1,0.0685;0.6569;0.0487;0.1409;0.0850,0.1154;0.1493;0.1103;0.1262;0.1187,0.775,0.7625,0.7375,0.6875,0.6125,-0.03749999999999998,0.0,0.7916666666666666,0.625,0.8041666666666668,0.8041666666666668,0.0
Cho2017,47,200,64,5,0.015,csp,1.1336020799463797,0.47583583248772054,0.6127395907027712,0.04766331011279659,4,4,1,0.0674;0.0255;0.1177;0.1767;0.6127,0.0985;0.0840;0.1069;0.1130;0.1316,0.49499999999999994,0.5000000000000001,0.5050000000000001,0.54,0.55,0.010000000000000175,0.055000000000000104,0.495,0.53,0.5,0.5,0.0
