dataset,subject,n_trials,n_channels,n_bands,tau,descriptor,entropy,deficit,max_w,mi_range,argmax_w,argmax_disc,peak_correct,weights,disc,g0.0,g0.5,g1.0,g2.0,g4.0,gain,gain_best,FBCSP,FBCSP+MIBIF,AWFBCSP-published,AWFBCSP-noweight,published_minus_noweight
Dreyer2023,34,240,27,7,0.015,csp,1.5719476929149205,0.3739624561403927,0.433347953086475,0.03809080185712055,0,0,1,0.4333;0.0723;0.1139;0.2383;0.0342;0.0573;0.0507,0.0868;0.0599;0.0667;0.0778;0.0487;0.0564;0.0546,0.7333333333333334,0.7125000000000001,0.7125,0.6833333333333333,0.6583333333333333,-0.02083333333333337,0.0,0.7208333333333333,0.6666666666666667,0.725,0.725,0.0
Dreyer2023,35,240,27,7,0.015,csp,0.13259662713232231,1.813313521922991,0.9784940812337393,0.11990634621769433,1,1,1,0.0025;0.9785;0.0017;0.0120;0.0027;0.0003;0.0022,0.0806;0.1698;0.0747;0.1039;0.0817;0.0499;0.0781,0.9125,0.9416666666666667,0.9333333333333332,0.925,0.9166666666666666,0.02083333333333326,0.029166666666666674,0.9208333333333334,0.9208333333333334,0.9208333333333334,0.9208333333333334,0.0
Dreyer2023,36,240,27,7,0.015,csp,1.1217763924136515,0.8241337566416618,0.690942464802652,0.05159291301519062,1,1,1,0.0903;0.6909;0.0405;0.0964;0.0273;0.0324;0.0222,0.0574;0.0880;0.0454;0.0584;0.0395;0.0421;0.0364,0.7041666666666666,0.7208333333333333,0.7041666666666666,0.6583333333333334,0.6291666666666667,0.0,0.01666666666666672,0.7083333333333333,0.6208333333333333,0.7166666666666666,0.7166666666666666,0.0
Dreyer2023,37,240,27,7,0.015,csp,1.337817651246791,0.6080924978085223,0.49151873444820976,0.05684588897797749,1,1,1,0.0240;0.4915;0.0863;0.0111;0.0881;0.2828;0.0161,0.0624;0.1076;0.0815;0.0508;0.0818;0.0993;0.0564,0.7083333333333334,0.7041666666666666,0.7125,0.6833333333333333,0.6125,0.004166666666666652,0.004166666666666652,0.7166666666666666,0.6791666666666667,0.7125,0.7125,0.0
Dreyer2023,38,240,27,7,0.015,csp,1.0208753717358294,0.9250347773194838,0.7270468927213978,0.06071618462896716,2,2,1,0.0845;0.0324;0.7270;0.0853;0.0127;0.0361;0.0220,0.0888;0.0745;0.1211;0.0890;0.0604;0.0761;0.0686,0.7541666666666667,0.7583333333333333,0.75,0.7375,0.7,-0.004166666666666652,0.004166666666666652,0.75,0.7166666666666667,0.7458333333333333,0.7458333333333333,0.0
Dreyer2023,39,240,27,7,0.015,csp,0.6440665657310012,1.301843583324312,0.7579811358428233,0.10344296003663211,2,2,1,0.0093;0.2231;0.7580;0.0008;0.0053;0.0015;0.0021,0.0765;0.1240;0.1424;0.0390;0.0679;0.0487;0.0541,0.8875,0.9041666666666668,0.9041666666666666,0.8833333333333332,0.8666666666666666,0.016666666666666607,0.01666666666666683,0.9125,0.9166666666666666,0.9083333333333332,0.9083333333333332,0.0
Dreyer2023,40,232,27,7,0.015,csp,1.476472629300674,0.4694375197546392,0.4066734005166143,0.03999663623228747,1,1,1,0.3280;0.4067;0.0881;0.0311;0.0332;0.0847;0.0283,0.0865;0.0897;0.0668;0.0512;0.0521;0.0662;0.0497,0.6340425531914893,0.6302497687326548,0.6214616096207216,0.6040703052728954,0.5775208140610546,-0.012580943570767666,0.0,0.6471785383903793,0.5864939870490287,0.6599444958371878,0.6599444958371878,0.0
Dreyer2023,41,240,27,7,0.015,csp,1.6429997112175458,0.3029104378377674,0.4407062462068113,0.04091364922979851,2,2,1,0.0288;0.1119;0.4407;0.1449;0.0876;0.0864;0.0996,0.0353;0.0556;0.0762;0.0595;0.0520;0.0518;0.0539,0.7166666666666667,0.6833333333333333,0.675,0.6375,0.5791666666666666,-0.04166666666666663,0.0,0.7291666666666667,0.625,0.7375,0.7375,0.0
Dreyer2023,42,240,27,7,0.015,csp,1.415443909844323,0.5304662392109902,0.4013901474997344,0.05876881704361628,2,2,1,0.3354;0.1302;0.4014;0.0414;0.0150;0.0080;0.0687,0.0838;0.0696;0.0865;0.0524;0.0372;0.0278;0.0601,0.5833333333333333,0.5791666666666666,0.5875,0.6166666666666666,0.5833333333333333,0.004166666666666763,0.033333333333333326,0.5833333333333334,0.5875,0.5916666666666667,0.5916666666666667,0.0
Dreyer2023,43,240,27,7,0.015,csp,0.7576620597440052,1.1882480893113079,0.6177197457870384,0.08886289281276244,0,0,1,0.6177;0.3660;0.0030;0.0017;0.0053;0.0025;0.0039,0.1053;0.0974;0.0254;0.0164;0.0339;0.0227;0.0291,0.6916666666666667,0.7333333333333333,0.7583333333333333,0.7791666666666667,0.7875,0.06666666666666665,0.09583333333333333,0.725,0.7833333333333334,0.7333333333333334,0.7333333333333334,0.0
Dreyer2023,44,240,27,7,0.015,csp,1.7867311055943411,0.1591790434609721,0.27230269071990726,0.0226437627874298,5,5,1,0.2487;0.1734;0.0602;0.0750;0.0914;0.2723;0.0790,0.0690;0.0636;0.0478;0.0511;0.0540;0.0704;0.0518,0.5875000000000001,0.6083333333333333,0.6208333333333333,0.5791666666666666,0.6125,0.033333333333333215,0.033333333333333215,0.5791666666666666,0.5708333333333334,0.6041666666666666,0.6041666666666666,0.0
Dreyer2023,45,240,27,7,0.015,csp,1.844754291552702,0.10115585750261125,0.2469863462569445,0.019730979017075018,1,1,1,0.1650;0.2470;0.0807;0.2087;0.1467;0.0857;0.0663,0.0552;0.0612;0.0444;0.0587;0.0534;0.0454;0.0415,0.6916666666666667,0.6708333333333333,0.65,0.6208333333333332,0.6166666666666666,-0.04166666666666663,0.0,0.6708333333333333,0.6333333333333334,0.675,0.675,0.0
Dreyer2023,46,240,27,7,0.015,csp,1.7219973937764776,0.22391275527883558,0.3666015113071663,0.026112096966249387,2,2,1,0.1070;0.2237;0.3666;0.0643;0.0785;0.0766;0.0834,0.0411;0.0522;0.0596;0.0335;0.0365;0.0361;0.0374,0.6625,0.6541666666666667,0.6625,0.6458333333333333,0.6041666666666666,0.0,0.0,0.6625,0.5583333333333333,0.6375,0.6375,0.0
Dreyer2023,47,240,27,7,0.015,csp,1.672830501942041,0.27307964711327215,0.3855664278114558,0.03503792445120618,4,4,1,0.0803;0.1154;0.0414;0.0373;0.3856;0.1938;0.1463,0.0526;0.0580;0.0426;0.0411;0.0761;0.0658;0.0616,0.6458333333333333,0.675,0.6625,0.6333333333333334,0.5541666666666667,0.01666666666666672,0.029166666666666785,0.6708333333333333,0.6,0.6666666666666666,0.6666666666666666,0.0
Dreyer2023,48,240,27,7,0.015,csp,1.4031696786555838,0.5427404703997294,0.47788382042395416,0.0695916907637047,5,5,1,0.0266;0.0234;0.0046;0.0838;0.1943;0.4779;0.1895,0.0648;0.0629;0.0386;0.0821;0.0947;0.1082;0.0943,0.8666666666666668,0.85,0.8541666666666667,0.8416666666666668,0.8041666666666668,-0.012500000000000067,0.0,0.8625,0.7833333333333333,0.8666666666666666,0.8666666666666666,0.0
Dreyer2023,49,240,27,7,0.015,csp,0.5526045055675017,1.3933056434878115,0.8417457594751341,0.09355841527901873,5,5,1,0.0016;0.0185;0.0021;0.0038;0.1271;0.8417;0.0051,0.0331;0.0694;0.0366;0.0456;0.0983;0.1266;0.0500,0.7833333333333333,0.8416666666666666,0.85,0.8166666666666668,0.7958333333333334,0.06666666666666665,0.06666666666666665,0.7999999999999999,0.8291666666666666,0.8083333333333332,0.8083333333333332,0.0
Dreyer2023,50,240,27,7,0.015,csp,1.4251954065674461,0.5207147424878671,0.5660080974163465,0.04794772075012174,3,3,1,0.0834;0.0978;0.1008;0.5660;0.0499;0.0789;0.0232,0.0564;0.0588;0.0593;0.0851;0.0487;0.0556;0.0372,0.5291666666666666,0.5375,0.5333333333333333,0.5291666666666666,0.5166666666666666,0.004166666666666763,0.008333333333333415,0.475,0.5875,0.4833333333333334,0.4833333333333334,0.0
Dreyer2023,51,240,27,7,0.015,csp,1.641067158712846,0.3048429903424672,0.27002243972687984,0.0523433219838835,2,2,1,0.1517;0.2677;0.2700;0.2062;0.0678;0.0284;0.0082,0.0606;0.0691;0.0693;0.0652;0.0485;0.0355;0.0169,0.6583333333333333,0.6875,0.6916666666666667,0.6666666666666667,0.675,0.033333333333333326,0.033333333333333326,0.6791666666666666,0.6083333333333333,0.675,0.675,0.0
Dreyer2023,52,240,27,7,0.015,csp,1.3657962326878739,0.5801139163674394,0.511892241228864,0.07498921078313575,1,1,1,0.0505;0.5119;0.2289;0.0205;0.1128;0.0719;0.0035,0.0850;0.1198;0.1077;0.0715;0.0971;0.0903;0.0448,0.875,0.8791666666666667,0.8916666666666666,0.8666666666666666,0.7958333333333334,0.016666666666666607,0.016666666666666607,0.8875,0.8583333333333332,0.8791666666666667,0.8791666666666667,0.0
Dreyer2023,53,240,27,7,0.015,csp,1.7628817238024388,0.18302842525287444,0.3514852698254411,0.023518600483758978,5,5,1,0.0733;0.0915;0.0844;0.2064;0.0897;0.3515;0.1032,0.0640;0.0673;0.0661;0.0795;0.0670;0.0875;0.0691,0.7125,0.7375,0.7291666666666667,0.7125000000000001,0.6541666666666667,0.01666666666666672,0.025000000000000022,0.7125000000000001,0.7708333333333333,0.7166666666666666,0.7166666666666666,0.0
Dreyer2023,54,240,27,7,0.015,csp,1.632619497845523,0.31329065120979016,0.3248504698103172,0.03883827505565937,0,0,1,0.3249;0.2413;0.0244;0.1781;0.0268;0.0427;0.1618,0.0862;0.0817;0.0474;0.0772;0.0488;0.0558;0.0758,0.6458333333333333,0.6291666666666667,0.6375,0.6791666666666667,0.6291666666666667,-0.008333333333333304,0.03333333333333344,0.6708333333333332,0.6458333333333334,0.6666666666666667,0.6666666666666667,0.0
Dreyer2023,55,240,27,7,0.015,csp,0.23718753876152504,1.7087226102937882,0.9429386177567379,0.19891954364199138,1,1,1,0.0000;0.9429;0.0053;0.0000;0.0517;0.0001;0.0000,0.0745;0.2458;0.1680;0.0761;0.2023;0.1048;0.0469,0.95,0.975,0.9541666666666666,0.9333333333333333,0.9291666666666666,0.004166666666666652,0.025000000000000022,0.9458333333333332,0.8875,0.9458333333333332,0.9458333333333332,0.0
Dreyer2023,56,240,27,7,0.015,csp,0.010550849381659679,1.9353592996736535,0.9986686338227188,0.24121214247770545,1,1,1,0.0001;0.9987;0.0000;0.0012;0.0000;0.0000;0.0000,0.2436;0.3797;0.1556;0.2790;0.1384;0.1452;0.1736,0.975,0.9875,0.9875,0.9875,0.9875,0.012500000000000067,0.012500000000000067,0.9875,0.9916666666666668,0.9958333333333332,0.9958333333333332,0.0
Dreyer2023,57,240,27,7,0.015,csp,1.1433470241038757,0.8025631249514376,0.6576861395180936,0.05729210809225305,1,1,1,0.0431;0.6577;0.0201;0.0144;0.0986;0.0226;0.1435,0.0295;0.0704;0.0180;0.0131;0.0419;0.0198;0.0476,0.6916666666666667,0.7416666666666667,0.7583333333333333,0.7833333333333333,0.8041666666666668,0.06666666666666665,0.11250000000000016,0.7375,0.8125,0.7333333333333334,0.7333333333333334,0.0
Dreyer2023,58,240,27,7,0.015,csp,1.5227925523286894,0.42311759672662386,0.3661732099485873,0.05855363370307898,6,6,1,0.0709;0.0162;0.1557;0.0074;0.0884;0.2952;0.3662,0.0801;0.0579;0.0918;0.0461;0.0833;0.1014;0.1047,0.8125,0.8166666666666667,0.8,0.7791666666666666,0.7166666666666666,-0.012499999999999956,0.004166666666666652,0.8375,0.7416666666666667,0.8291666666666666,0.8291666666666666,0.0
Dreyer2023,59,160,27,7,0.015,csp,1.4958346972339769,0.45007545182133635,0.4343527880132064,0.07377283211643407,1,1,1,0.2290;0.4344;0.1464;0.0032;0.1069;0.0439;0.0362,0.1250;0.1346;0.1183;0.0609;0.1136;0.1003;0.0974,0.675,0.6875,0.6875,0.66875,0.6125,0.012499999999999956,0.012499999999999956,0.69375,0.675,0.6875,0.6875,0.0
Dreyer2023,60,240,27,7,0.015,csp,1.7293907451658395,0.21651940388947377,0.27006826999932826,0.032905211518461874,3,3,1,0.2105;0.0329;0.0895;0.2701;0.0301;0.1448;0.2221,0.0856;0.0578;0.0728;0.0893;0.0564;0.0800;0.0864,0.6,0.5875000000000001,0.5916666666666667,0.5750000000000001,0.5583333333333333,-0.008333333333333304,0.0,0.6041666666666667,0.5874999999999999,0.6083333333333334,0.6083333333333334,0.0
Dreyer2023,61,240,27,7,0.015,csp,0.15755097187452866,1.7883591771807845,0.9696317891275977,0.12068164585026941,2,2,1,0.0005;0.0251;0.9696;0.0003;0.0011;0.0019;0.0015,0.0462;0.1055;0.1603;0.0397;0.0588;0.0666;0.0629,0.8875,0.9041666666666666,0.8875,0.8708333333333333,0.875,0.0,0.016666666666666607,0.8958333333333334,0.875,0.9,0.9,0.0
Dreyer2023,62,240,27,7,0.015,csp,0.1081405563754869,1.8377695926798263,0.9823740537229243,0.11813481677028018,1,1,1,0.0006;0.9824;0.0010;0.0004;0.0118;0.0016;0.0022,0.0579;0.1682;0.0644;0.0500;0.1019;0.0717;0.0768,0.8541666666666667,0.9125,0.925,0.9125,0.9083333333333334,0.0708333333333333,0.0708333333333333,0.8833333333333334,0.9291666666666666,0.8833333333333334,0.8833333333333334,0.0
Dreyer2023,63,240,27,7,0.015,csp,1.7083990913243576,0.2375110577309556,0.3238650225425277,0.03690918378842836,1,1,1,0.0277;0.3239;0.1167;0.0937;0.0494;0.2459;0.1428,0.0283;0.0652;0.0499;0.0466;0.0370;0.0611;0.0529,0.725,0.725,0.75,0.7458333333333333,0.7125,0.025000000000000022,0.025000000000000022,0.7374999999999999,0.7333333333333334,0.7375,0.7375,0.0
Dreyer2023,64,240,27,7,0.015,csp,1.279781153354131,0.6661289957011822,0.5954350245181323,0.052397438035252125,0,0,1,0.5954;0.0445;0.1905;0.0741;0.0353;0.0181;0.0420,0.0914;0.0525;0.0743;0.0601;0.0490;0.0390;0.0516,0.6916666666666667,0.7083333333333334,0.725,0.7041666666666667,0.6833333333333333,0.033333333333333326,0.033333333333333326,0.7291666666666667,0.7791666666666667,0.725,0.725,0.0
Dreyer2023,65,240,27,7,0.015,csp,1.0588972266397054,0.8870129224156078,0.6525655850057883,0.08347818640425211,4,4,1,0.0025;0.1692;0.0810;0.0035;0.6526;0.0849;0.0064,0.0316;0.0948;0.0837;0.0364;0.1150;0.0844;0.0456,0.8875,0.9,0.9041666666666668,0.8791666666666668,0.8666666666666668,0.01666666666666683,0.01666666666666683,0.9041666666666666,0.85,0.9083333333333334,0.9083333333333334,0.0
Dreyer2023,66,240,27,7,0.015,csp,0.8592584759440095,1.0866516731113038,0.7876412592860095,0.06039883268456914,6,6,1,0.0802;0.0443;0.0305;0.0159;0.0274;0.0140;0.7876,0.0829;0.0740;0.0684;0.0586;0.0668;0.0567;0.1171,0.7541666666666667,0.7625,0.7333333333333334,0.7291666666666667,0.7375,-0.02083333333333326,0.008333333333333304,0.7833333333333334,0.7833333333333334,0.7875,0.7875,0.0
Dreyer2023,67,240,27,7,0.015,csp,1.8297205849160694,0.11618956413924386,0.2724899238557551,0.02762559119321309,2,2,1,0.1470;0.1790;0.2725;0.0432;0.0785;0.1448;0.1351,0.0610;0.0640;0.0703;0.0427;0.0516;0.0608;0.0598,0.7166666666666666,0.7125,0.6833333333333333,0.6583333333333333,0.5875,-0.033333333333333215,0.0,0.725,0.6208333333333333,0.7291666666666667,0.7291666666666667,0.0
Dreyer2023,68,240,27,7,0.015,csp,1.492808179040364,0.45310197001494923,0.5204779179892142,0.04643465422305704,5,5,1,0.0517;0.1482;0.0939;0.0900;0.0721;0.5205;0.0235,0.0277;0.0435;0.0367;0.0360;0.0327;0.0624;0.0159,0.5958333333333334,0.6125,0.5791666666666667,0.575,0.5416666666666667,-0.01666666666666672,0.016666666666666607,0.6041666666666667,0.5291666666666666,0.6041666666666666,0.6041666666666666,0.0
Dreyer2023,69,240,27,7,0.015,csp,1.0602690616098602,0.885641087445453,0.5296331836414353,0.07221680812434722,5,5,1,0.0072;0.0217;0.3683;0.0106;0.0583;0.5296;0.0043,0.0802;0.0969;0.1393;0.0860;0.1117;0.1448;0.0726,0.925,0.9041666666666668,0.8791666666666667,0.8791666666666667,0.8791666666666668,-0.04583333333333339,0.0,0.9208333333333332,0.8875,0.9208333333333332,0.9208333333333332,0.0
Dreyer2023,70,240,27,7,0.015,csp,1.8054317633873898,0.14047838566792348,0.2679213141322927,0.020493886372798226,1,1,1,0.0915;0.2679;0.2497;0.1522;0.0717;0.0683;0.0986,0.0283;0.0444;0.0433;0.0359;0.0246;0.0239;0.0294,0.6208333333333333,0.6291666666666667,0.5875,0.5999999999999999,0.5291666666666667,-0.033333333333333326,0.008333333333333304,0.625,0.5375,0.6125,0.6125,0.0
Dreyer2023,71,240,27,7,0.015,csp,1.6759861004879433,0.26992404856736996,0.3251842686712577,0.04480782031633071,0,0,1,0.3252;0.0596;0.0164;0.0896;0.1175;0.1188;0.2729,0.0797;0.0543;0.0349;0.0604;0.0645;0.0646;0.0771,0.55,0.5583333333333333,0.5458333333333334,0.5375000000000001,0.4916666666666667,-0.004166666666666652,0.008333333333333304,0.5499999999999999,0.5041666666666667,0.5750000000000001,0.5750000000000001,0.0
Dreyer2023,72,240,27,7,0.015,csp,1.6851801437691631,0.2607300052861501,0.3077413224455618,0.03499687306405744,6,6,1,0.2438;0.1795;0.1470;0.0461;0.0459;0.0298;0.3077,0.0733;0.0687;0.0657;0.0483;0.0482;0.0418;0.0768,0.6208333333333333,0.6083333333333333,0.5958333333333333,0.5833333333333333,0.5666666666666667,-0.025000000000000022,0.0,0.6333333333333334,0.5916666666666667,0.6291666666666667,0.6291666666666667,0.0
Dreyer2023,73,240,27,7,0.015,csp,0.7376447660106276,1.2082653830446857,0.6061066537631202,0.1396288288021166,4,4,1,0.0001;0.0136;0.0001;0.0008;0.6061;0.3793;0.0001,0.0879;0.1565;0.0738;0.1139;0.2134;0.2064;0.0768,0.9833333333333332,0.9541666666666668,0.9458333333333334,0.9333333333333333,0.9291666666666666,-0.037499999999999756,0.0,0.9916666666666666,0.9583333333333334,0.9875,0.9875,0.0
Dreyer2023,74,240,27,7,0.015,csp,1.0830770669181202,0.862833082137193,0.6521309380057829,0.06461307992254514,1,1,1,0.0128;0.6521;0.1709;0.1136;0.0296;0.0121;0.0088,0.0416;0.1005;0.0805;0.0743;0.0542;0.0408;0.0359,0.7541666666666667,0.7625,0.7791666666666666,0.7958333333333334,0.7916666666666666,0.02499999999999991,0.04166666666666674,0.7666666666666667,0.7375,0.7666666666666667,0.7666666666666667,0.0
Dreyer2023,75,240,27,7,0.015,csp,1.3422146851154764,0.6036954639398369,0.42119642400873725,0.05396539285809268,1,1,1,0.3599;0.4212;0.0629;0.0115;0.1088;0.0155;0.0202,0.0708;0.0731;0.0446;0.0192;0.0528;0.0236;0.0276,0.6458333333333333,0.6958333333333333,0.7208333333333333,0.7125,0.675,0.07500000000000007,0.07500000000000007,0.6583333333333333,0.6500000000000001,0.6791666666666667,0.6791666666666667,0.0
Dreyer2023,76,240,27,7,0.015,csp,0.023625017244022543,1.9222851318112908,0.9964936659606873,0.23873919922724862,1,1,1,0.0000;0.9965;0.0035;0.0000;0.0000;0.0000;0.0000,0.0766;0.2956;0.2106;0.0568;0.1389;0.1324;0.0929,0.9666666666666666,0.9625,0.9333333333333333,0.9291666666666666,0.9291666666666666,-0.033333333333333215,0.0,0.9708333333333334,0.9791666666666666,0.9666666666666666,0.9666666666666666,0.0
Dreyer2023,77,240,27,7,0.015,csp,1.6010507755105088,0.34485937354480445,0.40520221407988166,0.03871586962925827,1,1,1,0.2001;0.4052;0.1202;0.0367;0.0418;0.1654;0.0307,0.0598;0.0704;0.0522;0.0344;0.0363;0.0570;0.0317,0.5916666666666667,0.5958333333333333,0.5916666666666667,0.5833333333333334,0.5833333333333333,0.0,0.004166666666666652,0.5833333333333334,0.5333333333333333,0.5791666666666667,0.5791666666666667,0.0
Dreyer2023,78,240,27,7,0.015,csp,0.7625875705220914,1.1833225785332218,0.7030839729476019,0.09181468878254512,1,1,1,0.0015;0.7031;0.0020;0.0108;0.2620;0.0063;0.0142,0.0373;0.1291;0.0412;0.0665;0.1143;0.0584;0.0706,0.825,0.8375,0.8375,0.8333333333333334,0.8208333333333332,0.012500000000000067,0.012500000000000067,0.7958333333333333,0.8125,0.8,0.8,0.0
Dreyer2023,79,240,27,7,0.015,csp,0.04504790965706761,1.9008622393982457,0.9933640980052134,0.19869228474368128,1,1,1,0.0000;0.9934;0.0043;0.0000;0.0021;0.0001;0.0001,0.0311;0.2298;0.1482;0.0491;0.1375;0.0963;0.0851,0.925,0.9208333333333334,0.9041666666666668,0.9041666666666668,0.9041666666666668,-0.02083333333333326,0.0,0.9208333333333334,0.9333333333333333,0.9208333333333334,0.9208333333333334,0.0
Dreyer2023,80,240,27,7,0.015,csp,1.9160058063809888,0.029904342674324402,0.18036864645817427,0.011828968184905947,4,4,1,0.1733;0.0820;0.1535;0.1311;0.1804;0.1109;0.1688,0.0648;0.0536;0.0630;0.0607;0.0654;0.0581;0.0644,0.5333333333333333,0.5291666666666667,0.5333333333333334,0.575,0.5875,1.1102230246251565e-16,0.054166666666666696,0.5625,0.5625,0.5708333333333334,0.5708333333333334,0.0
Dreyer2023,81,240,27,7,0.015,csp,1.6054670935644983,0.3404430554908149,0.4477911419190779,0.04430667782359218,1,1,1,0.0967;0.4478;0.0748;0.0233;0.0819;0.1796;0.0959,0.0688;0.0918;0.0650;0.0475;0.0663;0.0781;0.0687,0.6124999999999999,0.5875,0.5791666666666666,0.5791666666666666,0.5750000000000001,-0.033333333333333326,0.0,0.6125,0.6166666666666667,0.6125,0.6125,0.0
Dreyer2023,82,240,27,7,0.015,csp,1.6390102904205002,0.30689985863481306,0.3023903650454933,0.04316336376414351,3,3,1,0.1064;0.2524;0.0807;0.3024;0.0170;0.2180;0.0230,0.0483;0.0612;0.0442;0.0640;0.0208;0.0590;0.0253,0.6291666666666667,0.6416666666666667,0.6125,0.575,0.6041666666666667,-0.016666666666666607,0.012500000000000067,0.6333333333333333,0.6041666666666667,0.6666666666666667,0.6666666666666667,0.0
Dreyer2023,83,240,27,7,0.015,csp,0.8171091219946595,1.1288010270606539,0.7263847595845293,0.08066423694531852,1,1,1,0.0034;0.7264;0.2129;0.0097;0.0221;0.0199;0.0057,0.0449;0.1256;0.1072;0.0609;0.0732;0.0716;0.0529,0.7666666666666667,0.825,0.8166666666666668,0.8208333333333334,0.8125,0.050000000000000044,0.05833333333333324,0.7708333333333333,0.7916666666666667,0.7708333333333334,0.7708333333333334,0.0
Dreyer2023,84,240,27,7,0.015,csp,0.7704250616470533,1.1754850874082599,0.5260415230360934,0.08722820817377464,1,1,1,0.0021;0.5260;0.0019;0.0039;0.4612;0.0033;0.0016,0.0263;0.1091;0.0249;0.0355;0.1071;0.0331;0.0219,0.7708333333333334,0.7958333333333334,0.8125,0.8041666666666666,0.8166666666666667,0.04166666666666663,0.04583333333333328,0.7875,0.8,0.775,0.775,0.0
Dreyer2023,85,240,27,7,0.015,csp,0.3085464122767891,1.637363736778524,0.9346613858380015,0.12486086922961775,4,4,1,0.0005;0.0418;0.0097;0.0114;0.9347;0.0017;0.0002,0.0511;0.1162;0.0943;0.0967;0.1628;0.0680;0.0379,0.8333333333333333,0.8416666666666666,0.8208333333333334,0.7958333333333333,0.7958333333333333,-0.012499999999999845,0.008333333333333304,0.825,0.8041666666666666,0.8166666666666667,0.8166666666666667,0.0
Dreyer2023,86,240,27,7,0.015,csp,1.5450067008762358,0.4009034481790774,0.47835085971640895,0.0384538636191199,1,1,1,0.1129;0.4784;0.1720;0.0431;0.0368;0.1101;0.0468,0.0398;0.0615;0.0462;0.0254;0.0230;0.0395;0.0266,0.6541666666666667,0.65,0.6666666666666666,0.6416666666666667,0.6333333333333333,0.012499999999999956,0.012499999999999956,0.6583333333333334,0.5583333333333333,0.6625,0.6625,0.0
Dreyer2023,87,240,27,7,0.015,csp,0.5171081786991573,1.4288019703561559,0.7910135095362834,0.16477806411459164,1,1,1,0.0001;0.7910;0.0003;0.2084;0.0000;0.0000;0.0001,0.0929;0.2262;0.1076;0.2061;0.0614;0.0710;0.0932,0.8791666666666668,0.8833333333333334,0.8791666666666668,0.8833333333333334,0.8916666666666668,0.0,0.012500000000000067,0.8583333333333334,0.8708333333333333,0.8625,0.8625,0.0
