dataset,subject,n_trials,n_channels,n_bands,tau,descriptor,entropy,deficit,max_w,mi_range,argmax_w,argmax_disc,peak_correct,weights,disc,g0.0,g0.5,g1.0,g2.0,g4.0,gain,gain_best,FBCSP,FBCSP+MIBIF,AWFBCSP-published,AWFBCSP-noweight,published_minus_noweight
Cho2017,22,200,64,7,0.015,csp,0.9305991494344149,1.0153109996208984,0.644786838604449,0.08657897263019465,6,6,1,0.0020;0.0083;0.0056;0.0273;0.2793;0.0327;0.6448,0.1299;0.1512;0.1452;0.1690;0.2039;0.1717;0.2165,0.5900000000000001,0.5700000000000001,0.58,0.5650000000000001,0.575,-0.01000000000000012,0.0,0.575,0.55,0.5900000000000001,0.5900000000000001,0.0
Cho2017,23,200,64,7,0.015,csp,0.11285551262125179,1.8330546364340614,0.9830185273737634,0.13533270449981002,2,2,1,0.0001;0.0017;0.9830;0.0041;0.0051;0.0026;0.0033,0.1112;0.1515;0.2466;0.1643;0.1677;0.1577;0.1610,0.675,0.7150000000000001,0.75,0.74,0.77,0.07499999999999996,0.09499999999999997,0.6849999999999999,0.82,0.6799999999999999,0.6799999999999999,0.0
Cho2017,24,200,64,7,0.015,csp,0.5962463370293921,1.3496638120259212,0.8613210189925784,0.10672905159104676,3,3,1,0.0007;0.0070;0.0138;0.8613;0.0354;0.0616;0.0203,0.1084;0.1429;0.1531;0.2151;0.1673;0.1756;0.1589,0.49000000000000005,0.54,0.55,0.5449999999999999,0.5349999999999999,0.06,0.06,0.5149999999999999,0.52,0.5199999999999999,0.5199999999999999,0.0
Cho2017,25,200,64,7,0.015,csp,1.6090631034423266,0.3368470456129866,0.33460854456203587,0.041457174151527304,3,3,1,0.0211;0.2956;0.1610;0.3346;0.0968;0.0463;0.0446,0.0969;0.1365;0.1274;0.1384;0.1198;0.1087;0.1081,0.475,0.4950000000000001,0.515,0.5,0.45499999999999996,0.040000000000000036,0.040000000000000036,0.49499999999999994,0.4600000000000001,0.485,0.485,0.0
Cho2017,26,200,64,7,0.015,csp,0.6464217815663399,1.2994883674889732,0.8588426319683613,0.06092381831656024,2,2,1,0.0151;0.0173;0.8588;0.0258;0.0215;0.0148;0.0467,0.1226;0.1247;0.1833;0.1307;0.1279;0.1223;0.1396,0.71,0.7000000000000001,0.6799999999999999,0.64,0.6300000000000001,-0.030000000000000027,0.0,0.6950000000000001,0.6900000000000001,0.715,0.715,0.0
Cho2017,27,200,64,7,0.015,csp,1.4936957921484484,0.45221435690686484,0.4091740355742924,0.062074285470326174,1,1,1,0.0065;0.4092;0.0449;0.1280;0.2779;0.0276;0.1059,0.1205;0.1826;0.1494;0.1651;0.1768;0.1421;0.1623,0.57,0.575,0.57,0.575,0.5700000000000001,0.0,0.0050000000000000044,0.5650000000000001,0.58,0.585,0.585,0.0
Cho2017,28,200,64,7,0.015,csp,0.5421155031925743,1.4037946458627388,0.8742892726737529,0.10116900270155782,1,1,1,0.0342;0.8743;0.0593;0.0123;0.0010;0.0016;0.0173,0.1401;0.1887;0.1483;0.1246;0.0875;0.0944;0.1298,0.6300000000000001,0.6,0.6,0.5850000000000001,0.55,-0.030000000000000138,0.0,0.6849999999999999,0.6199999999999999,0.68,0.68,0.0
Cho2017,29,200,64,7,0.015,csp,1.3648872200247337,0.5810229290305795,0.48554891414037304,0.06209339213959486,2,2,1,0.0281;0.2828;0.4855;0.0396;0.0077;0.0545;0.1018,0.1033;0.1379;0.1460;0.1084;0.0839;0.1132;0.1225,0.5700000000000001,0.5349999999999999,0.525,0.53,0.53,-0.04500000000000004,0.0,0.5599999999999999,0.555,0.5800000000000001,0.5800000000000001,0.0
Cho2017,30,200,64,7,0.015,csp,1.181946114319609,0.7639640347357042,0.5665875407905682,0.09066903966006412,5,5,1,0.0013;0.0163;0.0358;0.1411;0.2272;0.5666;0.0116,0.1160;0.1535;0.1653;0.1858;0.1930;0.2067;0.1484,0.555,0.58,0.575,0.56,0.5549999999999999,0.019999999999999907,0.02499999999999991,0.5800000000000001,0.545,0.585,0.585,0.0
Cho2017,31,200,64,7,0.015,csp,1.4491648332761327,0.4967453157791806,0.35997128543153295,0.06279924559698302,0,0,1,0.3600;0.0658;0.0274;0.3278;0.1871;0.0264;0.0055,0.2247;0.1992;0.1861;0.2233;0.2149;0.1855;0.1619,0.5549999999999999,0.49499999999999994,0.49000000000000005,0.4699999999999999,0.49499999999999994,-0.06499999999999989,0.0,0.53,0.505,0.55,0.55,0.0
Cho2017,32,200,64,7,0.015,csp,1.1797831781369683,0.7661269709183449,0.49602095274853897,0.09033610657813093,3,3,1,0.0012;0.0029;0.0494;0.4960;0.3544;0.0411;0.0550,0.1323;0.1455;0.1881;0.2226;0.2176;0.1853;0.1897,0.48,0.425,0.4,0.395,0.40499999999999997,-0.07999999999999996,0.0,0.4700000000000001,0.43499999999999994,0.495,0.495,0.0
Cho2017,33,200,64,7,0.015,csp,1.3488578128837152,0.597052336171598,0.47169471792606166,0.09739041477315719,2,2,1,0.0018;0.0007;0.4717;0.2215;0.0275;0.1561;0.1207,0.1203;0.1063;0.2037;0.1923;0.1610;0.1871;0.1832,0.5549999999999999,0.5349999999999999,0.54,0.515,0.5050000000000001,-0.014999999999999902,0.0,0.5399999999999999,0.5349999999999999,0.5349999999999999,0.5349999999999999,0.0
Cho2017,34,200,64,7,0.015,csp,0.918854917090292,1.0270552319650212,0.7604214892704563,0.06644644730050292,0,0,1,0.7604;0.0288;0.0360;0.0602;0.0091;0.0924;0.0131,0.1695;0.1204;0.1238;0.1315;0.1031;0.1379;0.1086,0.6,0.58,0.5900000000000001,0.6050000000000001,0.605,-0.009999999999999898,0.0050000000000001155,0.5900000000000001,0.555,0.6,0.6,0.0
Cho2017,35,200,64,7,0.015,csp,1.251832621148554,0.6940775279067593,0.5281558016409293,0.1447932345310611,6,6,1,0.0000;0.0037;0.0264;0.0798;0.1173;0.2446;0.5282,0.1287;0.1992;0.2285;0.2451;0.2509;0.2619;0.2735,0.805,0.7849999999999999,0.78,0.77,0.77,-0.025000000000000022,0.0,0.74,0.7849999999999999,0.74,0.74,0.0
Cho2017,36,200,64,7,0.015,csp,1.6907067009983026,0.2552034480570107,0.3040310013535238,0.04407820676699867,1,1,1,0.1402;0.3040;0.0161;0.1226;0.0668;0.0745;0.2758,0.1139;0.1255;0.0814;0.1119;0.1028;0.1044;0.1240,0.515,0.55,0.5700000000000001,0.575,0.5549999999999999,0.05500000000000005,0.05999999999999994,0.51,0.5650000000000001,0.55,0.55,0.0
Cho2017,37,200,64,7,0.015,csp,1.427565650317362,0.5183444987379513,0.4452610627695354,0.09003306382597184,5,5,1,0.0011;0.0057;0.1011;0.1405;0.0667;0.4453;0.2396,0.0947;0.1193;0.1625;0.1674;0.1562;0.1847;0.1754,0.82,0.735,0.74,0.7049999999999998,0.6749999999999999,-0.07999999999999996,0.0,0.775,0.735,0.775,0.775,0.0
Cho2017,38,200,64,7,0.015,csp,1.6867750542476203,0.2591350948076929,0.2875881362338474,0.04090362499114125,5,5,1,0.1892;0.0614;0.2720;0.0606;0.1103;0.2876;0.0188,0.1727;0.1558;0.1781;0.1556;0.1646;0.1790;0.1381,0.53,0.55,0.5549999999999999,0.55,0.55,0.02499999999999991,0.02499999999999991,0.545,0.5700000000000001,0.5549999999999999,0.5549999999999999,0.0
Cho2017,39,200,64,7,0.015,csp,1.7065979670798401,0.2393121819754731,0.24290307905175734,0.09137874154979608,3,3,1,0.2159;0.0005;0.1418;0.2429;0.2233;0.0569;0.1187,0.1769;0.0873;0.1706;0.1787;0.1774;0.1569;0.1679,0.645,0.6200000000000001,0.575,0.5549999999999999,0.5,-0.07000000000000006,0.0,0.635,0.605,0.635,0.635,0.0
Cho2017,40,200,64,7,0.015,csp,1.179856319604533,0.7660538294507802,0.6207870266710998,0.13308706257184214,6,6,1,0.0080;0.0001;0.1512;0.0451;0.0628;0.1120;0.6208,0.1351;0.0673;0.1792;0.1610;0.1660;0.1747;0.2004,0.5,0.495,0.505,0.52,0.545,0.0050000000000000044,0.04500000000000004,0.485,0.5,0.49000000000000005,0.49000000000000005,0.0
Cho2017,41,200,64,7,0.015,csp,0.8911069599161983,1.054803189139115,0.767902402184041,0.08968990571205096,5,5,1,0.0248;0.0019;0.0278;0.0372;0.0969;0.7679;0.0435,0.1831;0.1449;0.1848;0.1892;0.2035;0.2346;0.1915,0.685,0.6549999999999999,0.64,0.6199999999999999,0.61,-0.04500000000000004,0.0,0.6799999999999999,0.6449999999999999,0.6900000000000001,0.6900000000000001,0.0
Cho2017,42,200,64,7,0.015,csp,1.3565155882271454,0.5893945608281679,0.5272624569664284,0.08070117416873951,5,5,1,0.0024;0.0096;0.1021;0.1586;0.1496;0.5273;0.0504,0.1554;0.1760;0.2115;0.2181;0.2172;0.2361;0.2009,0.525,0.51,0.5000000000000001,0.4700000000000001,0.475,-0.02499999999999991,0.0,0.545,0.53,0.555,0.555,0.0
Cho2017,43,200,64,7,0.015,csp,0.16507271294348516,1.780837436111828,0.9641134608184627,0.1654754646400785,2,2,1,0.0000;0.0337;0.9641;0.0006;0.0002;0.0014;0.0000,0.1417;0.2569;0.3072;0.1956;0.1782;0.2094;0.1559,0.945,0.95,0.95,0.95,0.95,0.0050000000000000044,0.0050000000000000044,0.9550000000000001,0.9299999999999999,0.9550000000000001,0.9550000000000001,0.0
Cho2017,44,200,64,7,0.015,csp,1.6607091324424648,0.28520101661284847,0.2757961473703495,0.06434682843618464,5,5,1,0.1344;0.0038;0.0830;0.1925;0.0446;0.2758;0.2660,0.1195;0.0660;0.1123;0.1249;0.1030;0.1303;0.1298,0.82,0.8099999999999999,0.79,0.7700000000000001,0.7350000000000001,-0.029999999999999916,0.0,0.82,0.7550000000000001,0.825,0.825,0.0
Cho2017,45,200,64,7,0.015,csp,1.112644825024987,0.8332653240303263,0.6733679210749497,0.08598199341376206,6,6,1,0.0022;0.0457;0.0858;0.1229;0.0543;0.0158;0.6734,0.0914;0.1370;0.1464;0.1518;0.1396;0.1210;0.1773,0.465,0.41500000000000004,0.43,0.385,0.41500000000000004,-0.03500000000000003,0.0,0.47000000000000003,0.41000000000000003,0.48,0.48,0.0
Cho2017,46,240,64,7,0.015,csp,1.5055654029522179,0.4403447461030954,0.4174328424336125,0.03990628005578342,2,2,1,0.0292;0.0435;0.4174;0.0309;0.0895;0.2994;0.0900,0.1094;0.1154;0.1493;0.1103;0.1262;0.1443;0.1263,0.7291666666666666,0.7333333333333333,0.7166666666666667,0.5999999999999999,0.5624999999999999,-0.012499999999999956,0.004166666666666652,0.8083333333333332,0.7083333333333333,0.7958333333333334,0.7958333333333334,0.0
Cho2017,47,200,64,7,0.015,csp,1.1736007549842473,0.7723093940710659,0.6626398651122911,0.05493919042489975,6,6,1,0.0170;0.0458;0.0174;0.0800;0.1202;0.0570;0.6626,0.0836;0.0985;0.0840;0.1069;0.1130;0.1018;0.1386,0.5900000000000001,0.55,0.53,0.485,0.52,-0.06000000000000005,0.0,0.585,0.625,0.595,0.595,0.0
Cho2017,48,200,64,7,0.015,csp,0.17082247503588224,1.775087674019431,0.9694821950707962,0.12803970068116854,2,2,1,0.0187;0.0002;0.9695;0.0018;0.0066;0.0006;0.0027,0.1693;0.1005;0.2285;0.1342;0.1536;0.1185;0.1401,0.7150000000000001,0.755,0.7899999999999999,0.7999999999999999,0.8099999999999999,0.07499999999999984,0.09499999999999986,0.76,0.8800000000000001,0.74,0.74,0.0
Cho2017,49,200,64,7,0.015,csp,1.629093967543285,0.3168161815120283,0.3929205766819171,0.04123824373491766,2,2,1,0.0451;0.1669;0.3929;0.0251;0.1099;0.0579;0.2021,0.1764;0.1961;0.2089;0.1677;0.1898;0.1802;0.1989,0.76,0.735,0.725,0.695,0.655,-0.03500000000000003,0.0,0.75,0.6450000000000001,0.745,0.745,0.0
Cho2017,50,200,64,7,0.015,csp,1.1398617673926132,0.8060483816627,0.46462549749603965,0.08471886519026037,6,6,1,0.0031;0.0016;0.0312;0.3931;0.0922;0.0141;0.4646,0.1738;0.1641;0.2083;0.2463;0.2246;0.1964;0.2488,0.875,0.85,0.845,0.86,0.845,-0.030000000000000027,0.0,0.89,0.875,0.9,0.9,0.0
Cho2017,51,200,64,7,0.015,csp,1.3681681941655623,0.5777419548897509,0.40058485870296995,0.08086456349848356,4,4,1,0.0018;0.0086;0.0597;0.0331;0.4006;0.1725;0.3237,0.0968;0.1201;0.1491;0.1403;0.1777;0.1650;0.1745,0.505,0.505,0.505,0.47000000000000003,0.4699999999999999,0.0,0.0,0.5149999999999999,0.505,0.495,0.495,0.0
Cho2017,52,200,64,7,0.015,csp,1.5885756601588394,0.3573344888964738,0.26957462946949107,0.049719750089037285,6,6,1,0.0098;0.2555;0.2272;0.1773;0.0503;0.0104;0.2696,0.1360;0.1849;0.1832;0.1795;0.1606;0.1369;0.1857,0.675,0.64,0.61,0.595,0.57,-0.06500000000000006,0.0,0.6900000000000001,0.5700000000000001,0.685,0.685,0.0
Dreyer2023,1,240,27,7,0.015,csp,0.251072540327097,1.6948376087282162,0.9510443333674677,0.12576587762235153,1,1,1,0.0052;0.9510;0.0189;0.0008;0.0227;0.0010;0.0002,0.0949;0.1730;0.1142;0.0676;0.1169;0.0703;0.0472,0.8,0.8791666666666668,0.8625,0.875,0.875,0.0625,0.07916666666666672,0.8333333333333334,0.8375,0.8375,0.8375,0.0
Dreyer2023,2,240,27,7,0.015,csp,1.3578447441969552,0.588065404858358,0.5597682543539757,0.042072258518555505,2,2,1,0.0393;0.0429;0.5598;0.0339;0.0762;0.2051;0.0429,0.0407;0.0420;0.0805;0.0384;0.0506;0.0654;0.0420,0.5791666666666667,0.5958333333333334,0.6249999999999999,0.6249999999999999,0.625,0.04583333333333317,0.04583333333333328,0.6541666666666667,0.5166666666666667,0.6416666666666667,0.6416666666666667,0.0
Dreyer2023,3,240,27,7,0.015,csp,0.030395412490091818,1.9155147365652214,0.9961800120571684,0.14312341443742635,5,5,1,0.0008;0.0009;0.0001;0.0001;0.0003;0.9962;0.0016,0.0951;0.0978;0.0652;0.0590;0.0781;0.2021;0.1060,0.8958333333333334,0.9541666666666666,0.95,0.95,0.95,0.054166666666666585,0.05833333333333324,0.95,0.9708333333333334,0.9458333333333334,0.9458333333333334,0.0
Dreyer2023,4,240,27,7,0.015,csp,1.5792957268828907,0.36661442217242257,0.38295827591420933,0.04347413507339856,4,4,1,0.0520;0.1095;0.0240;0.0211;0.3830;0.2374;0.1730,0.0435;0.0547;0.0319;0.0300;0.0734;0.0663;0.0615,0.7708333333333334,0.7583333333333333,0.7208333333333333,0.7,0.6333333333333333,-0.050000000000000044,0.0,0.7625,0.6375,0.7583333333333333,0.7583333333333333,0.0
Dreyer2023,5,240,27,7,0.015,csp,0.690345085555418,1.2555650634998954,0.8379305528564451,0.06256979276816882,1,1,1,0.0316;0.8379;0.0739;0.0169;0.0133;0.0129;0.0135,0.0515;0.1007;0.0643;0.0421;0.0385;0.0381;0.0387,0.6666666666666667,0.6749999999999999,0.7041666666666667,0.7000000000000001,0.7125,0.03749999999999998,0.04583333333333328,0.6791666666666667,0.6708333333333334,0.6916666666666667,0.6916666666666667,0.0
Dreyer2023,6,240,27,7,0.015,csp,0.5029013550290136,1.4430087940262997,0.8821996647103396,0.08094636262686097,1,1,1,0.0748;0.8822;0.0046;0.0114;0.0165;0.0040;0.0066,0.0653;0.1023;0.0233;0.0370;0.0426;0.0214;0.0289,0.7875,0.7833333333333334,0.825,0.8166666666666668,0.8125,0.03749999999999998,0.03749999999999998,0.7708333333333333,0.7958333333333334,0.7625,0.7625,0.0
Dreyer2023,7,240,27,7,0.015,csp,1.4473759803788384,0.4985341686764748,0.49736126061573477,0.04623933123179977,0,0,1,0.4974;0.1763;0.0639;0.0389;0.0293;0.1715;0.0228,0.0994;0.0839;0.0686;0.0612;0.0569;0.0834;0.0532,0.7666666666666666,0.7916666666666667,0.8125,0.8125,0.7875000000000001,0.04583333333333339,0.04583333333333339,0.7791666666666666,0.8,0.7875,0.7875,0.0
Dreyer2023,8,240,27,7,0.015,csp,1.3461741875121367,0.5997359615431765,0.5357190197077969,0.04784764634355168,0,0,1,0.5357;0.2279;0.0702;0.0242;0.0961;0.0238;0.0221,0.0794;0.0666;0.0490;0.0330;0.0537;0.0327;0.0316,0.6875000000000001,0.6958333333333333,0.7083333333333333,0.6708333333333333,0.6624999999999999,0.02083333333333315,0.02083333333333315,0.6916666666666667,0.6583333333333332,0.7,0.7,0.0
Dreyer2023,9,240,27,7,0.015,csp,1.3282747637200385,0.6176353853352747,0.5752424352899256,0.061950994189187814,2,2,1,0.0093;0.1209;0.5752;0.0445;0.1101;0.1215;0.0186,0.0301;0.0686;0.0920;0.0536;0.0672;0.0687;0.0405,0.8458333333333334,0.8583333333333332,0.825,0.8166666666666667,0.8125,-0.02083333333333348,0.012499999999999734,0.8666666666666668,0.75,0.8458333333333334,0.8458333333333334,0.0
Dreyer2023,10,240,27,7,0.015,csp,0.2379987942873417,1.7079113547679716,0.9541115180089459,0.12648614321108476,2,2,1,0.0005;0.0190;0.9541;0.0005;0.0064;0.0193;0.0002,0.0713;0.1254;0.1841;0.0712;0.1090;0.1257;0.0577,0.8916666666666666,0.8958333333333334,0.8958333333333334,0.9,0.8958333333333333,0.004166666666666763,0.008333333333333415,0.9208333333333334,0.9,0.9125,0.9125,0.0
Dreyer2023,11,240,27,7,0.015,csp,1.536304210047553,0.4096059390077602,0.41482291921078995,0.0556708542850777,2,2,1,0.1855;0.1170;0.4148;0.0114;0.0101;0.1827;0.0785,0.0918;0.0849;0.1039;0.0499;0.0482;0.0916;0.0789,0.6875000000000001,0.7,0.7,0.6541666666666667,0.6041666666666667,0.012499999999999845,0.012499999999999845,0.675,0.575,0.6791666666666667,0.6791666666666667,0.0
Dreyer2023,12,240,27,7,0.015,csp,1.098374028164312,0.8475361208910013,0.6174496449521717,0.06515724674777781,0,0,1,0.6174;0.2514;0.0229;0.0080;0.0498;0.0126;0.0378,0.0962;0.0827;0.0467;0.0310;0.0584;0.0378;0.0543,0.7583333333333333,0.7458333333333333,0.7333333333333333,0.7291666666666667,0.7083333333333334,-0.025000000000000022,0.0,0.775,0.7374999999999999,0.7541666666666667,0.7541666666666667,0.0
Dreyer2023,13,240,27,7,0.015,csp,1.6379707056442594,0.30793944341105384,0.34869777304438987,0.042459641689662625,3,3,1,0.0988;0.2871;0.0508;0.3487;0.0921;0.0206;0.1020,0.0553;0.0713;0.0453;0.0742;0.0542;0.0317;0.0557,0.6916666666666667,0.7125,0.6791666666666667,0.65,0.6166666666666666,-0.012499999999999956,0.02083333333333337,0.6958333333333332,0.6124999999999999,0.6958333333333332,0.6958333333333332,0.0
Dreyer2023,14,240,27,7,0.015,csp,1.609858313423925,0.3360518356313882,0.4283048713689177,0.04887448926244212,1,1,1,0.0410;0.4283;0.1261;0.1600;0.1271;0.1010;0.0165,0.0280;0.0632;0.0448;0.0484;0.0449;0.0415;0.0143,0.6083333333333333,0.6208333333333333,0.6416666666666666,0.6166666666666667,0.5833333333333333,0.033333333333333326,0.033333333333333326,0.5875,0.6041666666666667,0.5916666666666666,0.5916666666666666,0.0
Dreyer2023,15,240,27,7,0.015,csp,0.5955510224275076,1.3503591266278057,0.846222107446978,0.08693907218969671,1,1,1,0.0129;0.8462;0.0046;0.0247;0.1024;0.0066;0.0026,0.0749;0.1376;0.0595;0.0846;0.1059;0.0649;0.0507,0.7041666666666667,0.7375,0.7749999999999999,0.7791666666666667,0.7750000000000001,0.07083333333333319,0.07499999999999996,0.75,0.7916666666666667,0.7416666666666666,0.7416666666666666,0.0
Dreyer2023,16,240,27,7,0.015,csp,1.8765902248131532,0.06931992424216005,0.2469286199862249,0.02214770304939298,1,1,1,0.1372;0.2469;0.0564;0.1636;0.1175;0.1442;0.1341,0.0641;0.0729;0.0508;0.0668;0.0618;0.0649;0.0638,0.6541666666666666,0.6666666666666667,0.6541666666666667,0.6166666666666666,0.6083333333333333,1.1102230246251565e-16,0.012500000000000178,0.6583333333333334,0.5291666666666666,0.6791666666666667,0.6791666666666667,0.0
Dreyer2023,17,240,27,7,0.015,csp,1.762718572664317,0.18319157639099615,0.23209777502852896,0.03634641519119228,0,0,1,0.2321;0.2059;0.1304;0.1718;0.1992;0.0400;0.0206,0.0769;0.0751;0.0683;0.0724;0.0746;0.0505;0.0406,0.6708333333333333,0.6833333333333333,0.6708333333333334,0.6375,0.5708333333333333,1.1102230246251565e-16,0.012500000000000067,0.65,0.5125000000000001,0.6583333333333334,0.6583333333333334,0.0
Dreyer2023,18,240,27,7,0.015,csp,0.7822797138973422,1.163630435157971,0.5309695133849824,0.10081214263295557,4,4,1,0.0090;0.4526;0.0042;0.0019;0.5310;0.0007;0.0006,0.0991;0.1579;0.0878;0.0762;0.1603;0.0613;0.0595,0.8458333333333332,0.8916666666666668,0.8958333333333334,0.875,0.875,0.050000000000000155,0.050000000000000155,0.8583333333333332,0.9125,0.8625,0.8625,0.0
Dreyer2023,19,240,27,7,0.015,csp,0.007309480694623741,1.9386006683606896,0.9990941988025153,0.2213910060636668,1,1,1,0.0000;0.9991;0.0000;0.0000;0.0009;0.0000;0.0000,0.1010;0.2838;0.0841;0.0624;0.1786;0.0651;0.0733,0.9375,0.9541666666666666,0.9541666666666666,0.9541666666666666,0.9541666666666666,0.016666666666666607,0.016666666666666607,0.9416666666666667,0.9416666666666667,0.95,0.95,0.0
Dreyer2023,20,240,27,7,0.015,csp,0.16576496560942505,1.7801451834458881,0.9702148392954928,0.12663612533601837,4,4,1,0.0013;0.0179;0.0011;0.0011;0.9702;0.0083;0.0002,0.0728;0.1126;0.0700;0.0701;0.1724;0.1010;0.0458,0.9333333333333333,0.9041666666666666,0.8875,0.8708333333333332,0.8458333333333332,-0.04583333333333339,0.0,0.9291666666666666,0.8375,0.9375,0.9375,0.0
Dreyer2023,21,240,27,7,0.015,csp,1.4054980072731698,0.5404121417821435,0.5390568542898487,0.04827344758885155,4,4,1,0.0398;0.0609;0.1432;0.1594;0.5391;0.0216;0.0361,0.0664;0.0728;0.0856;0.0872;0.1055;0.0572;0.0649,0.7458333333333333,0.7458333333333333,0.7333333333333333,0.725,0.6958333333333333,-0.012500000000000067,0.0,0.7333333333333333,0.725,0.7333333333333333,0.7333333333333333,0.0
Dreyer2023,22,240,27,7,0.015,csp,0.016251662439482503,1.9296584866158308,0.998045997324387,0.16103915889738268,2,2,1,0.0012;0.0004;0.9980;0.0001;0.0001;0.0000;0.0001,0.1078;0.0912;0.2081;0.0599;0.0663;0.0470;0.0752,0.85,0.9208333333333334,0.8958333333333334,0.8833333333333334,0.8833333333333334,0.04583333333333339,0.07083333333333341,0.8916666666666666,0.9375,0.8958333333333334,0.8958333333333334,0.0
Dreyer2023,23,240,27,7,0.015,csp,1.1067896580758834,0.8391204909794299,0.656507151744998,0.07561490179787955,1,1,1,0.0105;0.6565;0.1050;0.0233;0.0505;0.0042;0.1500,0.0506;0.1127;0.0852;0.0626;0.0742;0.0370;0.0905,0.6916666666666667,0.7333333333333334,0.7208333333333333,0.7125,0.7,0.029166666666666674,0.04166666666666674,0.7124999999999999,0.7,0.7083333333333333,0.7083333333333333,0.0
Dreyer2023,24,240,27,7,0.015,csp,0.610730963156546,1.3351791858987672,0.8336369688333208,0.09831788383466564,1,1,1,0.0024;0.8336;0.0012;0.0526;0.1002;0.0020;0.0080,0.1043;0.1922;0.0939;0.1508;0.1604;0.1020;0.1226,0.9458333333333334,0.9416666666666667,0.9333333333333333,0.9333333333333332,0.8791666666666667,-0.012500000000000067,0.0,0.9625,0.9333333333333333,0.9541666666666666,0.9541666666666666,0.0
Dreyer2023,25,240,27,7,0.015,csp,0.2662329999326927,1.6796771491226206,0.9390336099060209,0.15912963676968472,1,1,1,0.0000;0.9390;0.0455;0.0001;0.0151;0.0002;0.0000,0.0661;0.2199;0.1745;0.0879;0.1579;0.0896;0.0607,0.8666666666666666,0.9083333333333334,0.9041666666666666,0.8833333333333332,0.8916666666666666,0.03749999999999998,0.04166666666666685,0.8791666666666667,0.9458333333333332,0.8833333333333334,0.8833333333333334,0.0
Dreyer2023,26,240,27,7,0.015,csp,1.268088668545568,0.6778214805097453,0.568397028246037,0.06121930545546578,2,2,1,0.0508;0.2204;0.5684;0.0408;0.0153;0.0947;0.0096,0.0754;0.0974;0.1116;0.0721;0.0574;0.0847;0.0504,0.7291666666666666,0.7500000000000001,0.75,0.7541666666666667,0.7375,0.02083333333333337,0.025000000000000022,0.7625,0.7291666666666667,0.775,0.775,0.0
Dreyer2023,27,240,27,7,0.015,csp,1.6513400935333298,0.29457005552198345,0.35802023429115704,0.04460178877598944,5,5,1,0.1133;0.1040;0.2303;0.1437;0.0325;0.3580;0.0183,0.0722;0.0709;0.0828;0.0757;0.0535;0.0894;0.0448,0.5208333333333333,0.5375,0.5583333333333333,0.5541666666666667,0.5541666666666666,0.03750000000000009,0.03750000000000009,0.5458333333333333,0.5083333333333333,0.5458333333333334,0.5458333333333334,0.0
Dreyer2023,28,240,27,7,0.015,csp,1.8106887660976918,0.13522138295762143,0.29427193425957515,0.025108798274935645,5,5,1,0.1622;0.0853;0.0769;0.0552;0.1847;0.2943;0.1415,0.0509;0.0412;0.0397;0.0347;0.0528;0.0598;0.0488,0.6125,0.6166666666666666,0.6041666666666666,0.6083333333333333,0.5958333333333334,-0.008333333333333415,0.004166666666666541,0.5916666666666667,0.5333333333333333,0.5916666666666666,0.5916666666666666,0.0
Dreyer2023,29,240,27,7,0.015,csp,1.5644509566583475,0.3814591923969657,0.4567322708932883,0.040707746617008544,1,1,1,0.1583;0.4567;0.1745;0.0464;0.0636;0.0303;0.0702,0.0502;0.0661;0.0517;0.0318;0.0365;0.0254;0.0380,0.6333333333333332,0.6458333333333333,0.6500000000000001,0.6249999999999999,0.6041666666666667,0.01666666666666694,0.01666666666666694,0.6375,0.5583333333333333,0.6291666666666667,0.6291666666666667,0.0
Dreyer2023,30,240,27,7,0.015,csp,1.460846550291366,0.48506359876394733,0.519056260200819,0.04290000192656687,0,0,1,0.5191;0.1610;0.1277;0.0878;0.0377;0.0297;0.0369,0.0912;0.0737;0.0702;0.0646;0.0519;0.0483;0.0516,0.6916666666666667,0.7208333333333334,0.7208333333333333,0.7083333333333333,0.6416666666666667,0.029166666666666674,0.029166666666666785,0.7125,0.6833333333333333,0.7083333333333333,0.7083333333333333,0.0
Dreyer2023,31,240,27,7,0.015,csp,0.16430166289411324,1.7816084861612,0.973514766270318,0.11378664152611095,0,0,1,0.9735;0.0057;0.0049;0.0005;0.0079;0.0017;0.0057,0.1342;0.0572;0.0549;0.0204;0.0620;0.0388;0.0572,0.7875000000000001,0.8166666666666667,0.8166666666666668,0.8125,0.8125,0.029166666666666674,0.029166666666666674,0.7875,0.85,0.7916666666666667,0.7916666666666667,0.0
Dreyer2023,32,240,27,7,0.015,csp,1.6132966063770078,0.33261354267830545,0.4272147762609408,0.042497414085596485,1,1,1,0.1599;0.4272;0.1684;0.0724;0.0997;0.0251;0.0474,0.0858;0.1005;0.0865;0.0739;0.0787;0.0580;0.0675,0.7458333333333333,0.7874999999999999,0.7583333333333334,0.7166666666666667,0.6666666666666667,0.012500000000000067,0.04166666666666652,0.775,0.775,0.7708333333333333,0.7708333333333333,0.0
Dreyer2023,33,240,27,7,0.015,csp,1.280119784127561,0.6657903649277523,0.5394240282785983,0.05300520257448474,2,2,1,0.0282;0.2679;0.5394;0.0157;0.0642;0.0671;0.0175,0.0802;0.1140;0.1245;0.0715;0.0926;0.0932;0.0730,0.8416666666666668,0.8458333333333332,0.825,0.7833333333333333,0.7208333333333333,-0.01666666666666683,0.00416666666666643,0.85,0.7125,0.8416666666666666,0.8416666666666666,0.0
