dataset,subject,n_bands,n_channels,n_trials,best_band,best_band_acc,acc_spread,band_acc,logvar_li_argmax,logvar_li_correct,logvar_li_rho,logvar_li_maxw,logvar_li_entropy,logvar_li_mi_max,logvar_li_acc_cost,logpower_argmax,logpower_correct,logpower_rho,logpower_maxw,logpower_entropy,logpower_mi_max,logpower_acc_cost,csp_argmax,csp_correct,csp_rho,csp_maxw,csp_entropy,csp_mi_max,csp_acc_cost
Lee2019-MI,27,5,62,100,0,0.7699999999999999,0.2599999999999999,0.7700;0.6200;0.5600;0.5500;0.5100,0,1,0.0,0.5984061584816586,1.1866998531833735,0.06299847426148686,0.0,4,0,-0.19999999999999998,0.42394588642835834,1.4580190669719169,0.04489591771083062,0.2599999999999999,0,1,0.9999999999999999,0.9655103100619757,0.17770825995163017,0.2324191455804206,0.0
Lee2019-MI,28,5,62,100,1,0.9700000000000001,0.44999999999999996,0.8700;0.9700;0.5200;0.5900;0.6300,2,0,-0.3,0.46778721191031436,1.312146507188178,0.03387244521445557,0.44999999999999996,1,1,0.19999999999999998,0.36962967103921607,1.5140939763102375,0.03669941350819186,0.0,1,1,0.8999999999999998,0.7600055853946308,0.551901953818317,0.393316594509983,0.0
Lee2019-MI,29,5,62,100,0,0.9800000000000001,0.01000000000000012,0.9800;0.9700;0.9700;0.9700;0.9700,2,0,-0.35355339059327373,0.5136498695830078,0.7420980464452516,0.22742023127076663,0.01000000000000012,4,0,-0.7071067811865475,0.6291469520952289,0.8302358545899966,0.1651971270651212,0.01000000000000012,4,0,-0.7071067811865475,0.4598064833338903,0.9953503290470654,0.5963255437632247,0.01000000000000012
Lee2019-MI,30,5,62,100,4,0.7300000000000001,0.16000000000000003,0.7000;0.6900;0.5700;0.7200;0.7300,2,0,-0.9999999999999999,0.5148693338846879,1.2253387445495203,0.03560191481892505,0.16000000000000003,1,0,-0.09999999999999999,0.31794352080557675,1.5383255940423686,0.030436470322799877,0.04000000000000015,0,0,-0.19999999999999998,0.9729083815405273,0.132759910113752,0.2455455775870825,0.030000000000000027
Lee2019-MI,31,5,62,100,0,0.7,0.1299999999999999,0.7000;0.6800;0.6300;0.5700;0.6900,4,0,0.19999999999999998,0.44847214906591104,1.353272146383403,0.03726752324730468,0.010000000000000009,3,0,-0.49999999999999994,0.47479195829711257,1.40387524459299,0.036930549894525794,0.1299999999999999,1,0,0.09999999999999999,0.9572955925162191,0.21741236192047497,0.34549131063051464,0.019999999999999907
Lee2019-MI,32,5,62,100,1,0.9199999999999999,0.34999999999999987,0.8100;0.9200;0.5900;0.5700;0.7200,4,0,-0.3,0.5557262967550893,1.2703992666925141,0.0380725770542932,0.19999999999999996,1,1,0.39999999999999997,0.7886189809316586,0.7731638727706854,0.07002742350372361,0.0,1,1,0.8999999999999998,0.9651989667753426,0.15671098869223976,0.38580608701810337,0.0
Lee2019-MI,33,5,62,100,1,0.93,0.53,0.7800;0.9300;0.5400;0.4000;0.4500,4,0,-0.3,0.4691887992643685,1.3625052438516208,0.031247371214381554,0.48000000000000004,1,1,0.8999999999999998,0.3028569456250468,1.5542827934886523,0.03185619828146792,0.0,1,1,0.8999999999999998,0.9907467594584838,0.05986720433355683,0.2728179502386342,0.0
Lee2019-MI,34,5,62,100,0,0.58,0.09999999999999998,0.5800;0.5100;0.5100;0.5000;0.4800,2,0,0.5526315789473686,0.7388436200616446,0.8502523418501852,0.05086182620383658,0.06999999999999995,3,0,-0.6155870112510925,0.2410144943104774,1.5953769995081999,0.02448806869478888,0.07999999999999996,0,1,0.41039134083406165,0.5056048848508691,0.7709838305917402,0.15459285017380128,0.0
Lee2019-MI,35,5,62,100,0,0.9400000000000001,0.2300000000000001,0.9400;0.7100;0.8000;0.8000;0.8100,0,1,0.9746794344808964,0.984611345963346,0.09772585583910146,0.10851600610603411,0.0,0,1,0.8207826816681233,0.2882094201038692,1.571519629974262,0.030482390169695207,0.0,3,0,-0.41039134083406165,0.5678550569110201,1.1883453509732544,0.3385659043582041,0.14
Lee2019-MI,36,5,62,100,0,1.0,0.24,1.0000;0.7600;0.9600;0.8600;0.8500,3,0,-0.22360679774997896,0.564695207455591,1.2880463004378142,0.02494112048712564,0.1399999999999999,0,1,0.8999999999999998,0.9951877580154579,0.0363529036264745,0.14125589229963087,0.0,0,1,0.8999999999999998,0.9967239689166278,0.023704633465293064,0.4463626333085118,0.0
